Group;  in;  out; indef; in/out;  in-out/in+out; hub_ranks; auth_ranks
Control; 4560; 5028; 9; 0.90692; -0.048811; 0.0025032; 0.0025168
Control; 4325; 4190; 4; 1.0322; 0.015854; 0.0025062; 0.0024912
Control; 2484; 2740; 6; 0.90657; -0.049005; 0.0024615; 0.0024919
Control; 4462; 4122; 2; 1.0825; 0.039609; 0.0024931; 0.0025016
Control; 3671; 3393; 5; 1.0819; 0.039354; 0.0024841; 0.0024895
Control; 6224; 6354; 10; 0.97954; -0.010336; 0.0025019; 0.002516
Control; 4861; 4806; 2; 1.0114; 0.0056895; 0.0025038; 0.0025037
Control; 3952; 4123; 2; 0.95853; -0.021176; 0.0024914; 0.0024862
Control; 5148; 5248; 7; 0.98095; -0.0096191; 0.0024995; 0.0024951
Control; 4405; 4281; 6; 1.029; 0.014276; 0.0024976; 0.0024937
Control; 4127; 3857; 2; 1.07; 0.033818; 0.0024993; 0.002508
Control; 4686; 4196; 4; 1.1168; 0.055168; 0.0024881; 0.0025076
Control; 4783; 4855; 4; 0.98517; -0.0074704; 0.0024833; 0.002493
Control; 2669; 2526; 5; 1.0566; 0.027526; 0.0024767; 0.0024594
Control; 8769; 8823; 20; 0.99388; -0.0030696; 0.0025178; 0.0025187
Control; 3683; 3703; 5; 0.9946; -0.0027078; 0.0024959; 0.0024838
Control; 2942; 2440; 0; 1.2057; 0.093274; 0.0024658; 0.0024978
Control; 2845; 2886; 8; 0.98579; -0.0071541; 0.002501; 0.0024572
Control; 4199; 4224; 8; 0.99408; -0.0029681; 0.0024788; 0.0024852
Control; 5790; 5470; 10; 1.0585; 0.028419; 0.002491; 0.0025146
Control; 5120; 5377; 14; 0.9522; -0.024483; 0.0025119; 0.0024968
Control; 6527; 6449; 16; 1.0121; 0.0060111; 0.0025052; 0.0025154
Control; 3691; 3630; 5; 1.0168; 0.0083322; 0.0025007; 0.0025
Control; 6766; 6931; 10; 0.97619; -0.012046; 0.0025161; 0.0025187
Control; 6173; 7043; 9; 0.87647; -0.065829; 0.0025033; 0.0025052
Control; 6798; 6854; 5; 0.99183; -0.004102; 0.0025122; 0.0025115
Control; 6145; 6221; 7; 0.98778; -0.0061459; 0.0025122; 0.002508
Control; 4167; 4442; 13; 0.93809; -0.031943; 0.0025004; 0.0025019
Control; 3025; 2584; 1; 1.1707; 0.078624; 0.0024895; 0.0024894
Control; 2728; 2597; 4; 1.0504; 0.024601; 0.0024686; 0.0024917
Control; 3106; 3175; 1; 0.97827; -0.010986; 0.0024848; 0.0024208
Control; 2184; 1842; 4; 1.1857; 0.084948; 0.002455; 0.0024704
Control; 3180; 3117; 4; 1.0202; 0.010005; 0.0024782; 0.0024954
Control; 3048; 2968; 3; 1.027; 0.013298; 0.0024814; 0.0024723
Control; 2872; 2619; 3; 1.0966; 0.046075; 0.0024745; 0.0024891
Control; 2330; 1938; 2; 1.2023; 0.091846; 0.0024566; 0.0024427
Control; 4898; 4751; 7; 1.0309; 0.015235; 0.0025007; 0.0025024
Control; 6099; 5876; 5; 1.038; 0.018622; 0.0025092; 0.0024973
Control; 3036; 2792; 0; 1.0874; 0.041867; 0.0024886; 0.0024916
Control; 2168; 1726; 0; 1.2561; 0.11351; 0.0023826; 0.0024493
Control; 1884; 1851; 6; 1.0178; 0.0088353; 0.0024186; 0.0024312
Control; 3902; 3786; 2; 1.0306; 0.015088; 0.0024792; 0.0025014
Control; 4148; 3517; 4; 1.1794; 0.082322; 0.002485; 0.0024966
Control; 3095; 3276; 3; 0.94475; -0.02841; 0.0024871; 0.0024582
Control; 1979; 1876; 1; 1.0549; 0.026719; 0.0024285; 0.0024354
Control; 1852; 1799; 1; 1.0295; 0.014517; 0.0023924; 0.0023892
Control; 2008; 2233; 6; 0.89924; -0.053054; 0.0024508; 0.00241
Control; 6116; 5957; 10; 1.0267; 0.01317; 0.002508; 0.0025193
Control; 5079; 4695; 7; 1.0818; 0.039288; 0.0024968; 0.0025155
Control; 5043; 4433; 3; 1.1376; 0.064373; 0.0024919; 0.0025112
Control; 5995; 6194; 3; 0.96787; -0.016326; 0.0025001; 0.0025116
Control; 2508; 2132; 3; 1.1764; 0.081034; 0.0024187; 0.0024857
Control; 6473; 6504; 6; 0.99523; -0.0023888; 0.0025104; 0.0025193
Control; 3354; 3333; 9; 1.0063; 0.0031404; 0.0024899; 0.0024883
Control; 2965; 2513; 2; 1.1799; 0.082512; 0.0024624; 0.0024818
Control; 4157; 3389; 7; 1.2266; 0.10178; 0.0024911; 0.0025067
Control; 3751; 3487; 4; 1.0757; 0.036474; 0.0024923; 0.002497
Control; 3723; 3295; 4; 1.1299; 0.060986; 0.002478; 0.0024929
Control; 3521; 3174; 1; 1.1093; 0.05183; 0.0024923; 0.0024982
Control; 5464; 5902; 16; 0.92579; -0.038536; 0.0025073; 0.0025148
Control; 3540; 3431; 2; 1.0318; 0.015636; 0.002461; 0.0024865
Control; 5162; 4933; 6; 1.0464; 0.022684; 0.002497; 0.002506
Control; 4488; 4548; 7; 0.98681; -0.0066401; 0.0025004; 0.0025024
Control; 5193; 4973; 5; 1.0442; 0.021641; 0.0024992; 0.0025008
Control; 4257; 4368; 3; 0.97459; -0.01287; 0.0024983; 0.0024983
Control; 5403; 5760; 6; 0.93802; -0.031981; 0.0025161; 0.0024991
Control; 6026; 6200; 4; 0.97194; -0.014232; 0.0025017; 0.0025109
Control; 6791; 6673; 11; 1.0177; 0.0087641; 0.0025106; 0.0025116
Control; 5851; 5869; 4; 0.99693; -0.0015358; 0.0025106; 0.0025115
Control; 3531; 4300; 8; 0.82116; -0.098199; 0.002504; 0.0024835
Control; 3564; 3013; 4; 1.1829; 0.083777; 0.0024673; 0.0024933
Control; 4022; 4252; 4; 0.94591; -0.027798; 0.002493; 0.0024896
Control; 5350; 5277; 6; 1.0138; 0.0068693; 0.0025037; 0.0024938
Control; 984; 1268; 1; 0.77603; -0.12611; 0.0023491; 0.0022525
Control; 5197; 4995; 6; 1.0404; 0.019819; 0.0025056; 0.002495
Control; 5366; 5394; 4; 0.99481; -0.0026022; 0.0025034; 0.0025169
Control; 2776; 3367; 8; 0.82447; -0.096207; 0.0025057; 0.0024704
Control; 8625; 8560; 15; 1.0076; 0.0037824; 0.0025163; 0.0025188
Control; 5187; 4751; 5; 1.0918; 0.043872; 0.0024861; 0.0025041
Control; 5778; 5535; 9; 1.0439; 0.02148; 0.0025006; 0.002513
Control; 6012; 6265; 11; 0.95962; -0.020608; 0.0025137; 0.0025093
Control; 6153; 7076; 16; 0.86956; -0.069771; 0.0025095; 0.0024997
Control; 5077; 5038; 5; 1.0077; 0.0038557; 0.002514; 0.0024993
Control; 6814; 7406; 20; 0.92006; -0.041632; 0.002514; 0.0025029
Control; 7004; 6922; 13; 1.0118; 0.0058883; 0.0025118; 0.0025114
Control; 4995; 4698; 2; 1.0632; 0.030641; 0.0025139; 0.0025151
Control; 4344; 3768; 4; 1.1529; 0.071006; 0.0024988; 0.0024987
Control; 2297; 2265; 1; 1.0141; 0.0070145; 0.0024777; 0.0024484
Control; 5086; 5417; 8; 0.9389; -0.031515; 0.0025089; 0.0025053
Control; 3043; 2858; 4; 1.0647; 0.031351; 0.0024906; 0.0024653
Control; 6088; 6208; 10; 0.98067; -0.0097593; 0.002508; 0.0025121
Control; 9718; 9802; 30; 0.99143; -0.0043033; 0.0025161; 0.0025187
Control; 7877; 8471; 17; 0.92988; -0.036335; 0.0025161; 0.0025124
Control; 999; 1430; 5; 0.6986; -0.17744; 0.0024335; 0.0021953
Control; 8660; 8628; 9; 1.0037; 0.001851; 0.0025118; 0.0025163
Control; 0; 0; 0; inf; inf; 0.002445; 0.002445
Control; 4623; 5313; 12; 0.87013; -0.069444; 0.0024897; 0.0024985
Control; 3642; 3808; 4; 0.95641; -0.022282; 0.0025019; 0.0024859
Control; 4376; 4147; 4; 1.0552; 0.026868; 0.0024935; 0.0025122
Control; 8825; 8593; 9; 1.027; 0.01332; 0.0025163; 0.0025212
Control; 1645; 2301; 6; 0.71491; -0.16624; 0.0024755; 0.0023527
Control; 1721; 1453; 0; 1.1844; 0.084436; 0.0023564; 0.0023965
Control; 344; 308; 1; 1.1169; 0.055215; 0.0014809; 0.0016808
Control; 3299; 3380; 4; 0.97604; -0.012128; 0.0024793; 0.0024922
Control; 6430; 6463; 13; 0.99489; -0.0025595; 0.0025121; 0.0025059
Control; 5954; 6417; 12; 0.92785; -0.037426; 0.0025066; 0.0025053
Control; 7984; 8383; 14; 0.9524; -0.024378; 0.0025127; 0.0025135
Control; 5760; 5666; 11; 1.0166; 0.0082269; 0.0025085; 0.0025057
Control; 932; 738; 0; 1.2629; 0.11617; 0.0022391; 0.0023197
Control; 8825; 8930; 20; 0.98824; -0.0059138; 0.0025113; 0.0025149
Control; 463; 507; 0; 0.91321; -0.045361; 0.0019356; 0.0018084
Control; 9124; 9325; 22; 0.97845; -0.010895; 0.0025163; 0.0025168
Control; 3550; 2930; 1; 1.2116; 0.095679; 0.0024659; 0.002516
Control; 5973; 6228; 7; 0.95906; -0.0209; 0.0025109; 0.0025167
Control; 1459; 1797; 2; 0.81191; -0.10381; 0.0024524; 0.0023269
Control; 6752; 6609; 7; 1.0216; 0.010703; 0.0025046; 0.0025173
Control; 7759; 8328; 14; 0.93168; -0.03537; 0.0025178; 0.0025187
Control; 4371; 3928; 3; 1.1128; 0.05338; 0.0024977; 0.002506
Control; 7710; 8555; 16; 0.90123; -0.051952; 0.0025163; 0.0025193
Control; 5414; 5385; 13; 1.0054; 0.0026854; 0.0025085; 0.0025128
Control; 1089; 813; 0; 1.3395; 0.14511; 0.002139; 0.0024154
Control; 344; 360; 0; 0.95556; -0.022727; 0.0017502; 0.0016884
Control; 8173; 8333; 17; 0.9808; -0.0096934; 0.0025115; 0.0025213
Control; 7213; 7134; 5; 1.0111; 0.0055064; 0.0025082; 0.0025171
Control; 0; 0; 0; inf; inf; 0.002445; 0.002445
Control; 3857; 4341; 6; 0.8885; -0.059039; 0.0024987; 0.0024869
Control; 678; 728; 8; 0.93132; -0.035562; 0.0021444; 0.0021256
Control; 5897; 5678; 8; 1.0386; 0.01892; 0.0025091; 0.0025098
Control; 1074; 1127; 0; 0.95297; -0.02408; 0.0022892; 0.002235
Control; 5516; 6048; 15; 0.91204; -0.046005; 0.0025048; 0.00251
Control; 7075; 7908; 17; 0.89466; -0.055596; 0.0025104; 0.0025174
Control; 8552; 8580; 10; 0.99674; -0.0016344; 0.0025119; 0.0025168
Control; 6484; 6503; 11; 0.99708; -0.001463; 0.0025088; 0.0025213
Control; 4620; 5436; 10; 0.84989; -0.081146; 0.0025109; 0.0025002
Control; 166; 152; 1; 1.0921; 0.044025; 0.00096725; 0.0010557
Control; 5531; 6216; 9; 0.8898; -0.058313; 0.0025064; 0.0025024
Control; 2276; 2391; 5; 0.9519; -0.024641; 0.0024481; 0.0024462
Control; 3516; 3620; 3; 0.97127; -0.014574; 0.0024837; 0.0024837
Control; 5383; 5486; 3; 0.98122; -0.0094765; 0.0025071; 0.0025093
Control; 5498; 5564; 6; 0.98814; -0.0059664; 0.0024973; 0.0025086
Control; 4350; 4240; 1; 1.0259; 0.012806; 0.0025081; 0.0025071
Control; 1654; 2130; 4; 0.77653; -0.12579; 0.0024674; 0.0023227
Control; 6844; 6847; 11; 0.99956; -0.00021912; 0.0025091; 0.0025128
Control; 2709; 2709; 6; 1; 0; 0.0024592; 0.0024569
Control; 8005; 9110; 10; 0.8787; -0.064563; 0.0025163; 0.0025125
Control; 3812; 3619; 1; 1.0533; 0.025972; 0.0024815; 0.0024946
Control; 6184; 6592; 8; 0.93811; -0.031935; 0.0025084; 0.0025108
Control; 6469; 6229; 9; 1.0385; 0.018901; 0.0025137; 0.0025011
Control; 2628; 2445; 4; 1.0748; 0.036073; 0.00243; 0.0024846
Control; 8162; 8635; 16; 0.94522; -0.02816; 0.0025104; 0.0025162
Control; 4251; 4664; 12; 0.91145; -0.046326; 0.0024741; 0.0024815
Control; 1650; 1974; 9; 0.83587; -0.089404; 0.0024566; 0.0023877
Control; 335; 325; 0; 1.0308; 0.015152; 0.0015061; 0.001555
Control; 725; 828; 2; 0.8756; -0.066323; 0.0023187; 0.0021383
Control; 2205; 2059; 3; 1.0709; 0.03424; 0.0024262; 0.0024414
Control; 5351; 5153; 6; 1.0384; 0.01885; 0.002501; 0.0025067
Control; 1410; 1484; 12; 0.95013; -0.02557; 0.0023943; 0.0023502
Control; 2965; 2832; 2; 1.047; 0.022943; 0.0024831; 0.002467
Control; 6462; 6129; 7; 1.0543; 0.026447; 0.0025106; 0.0025117
Control; 608; 538; 1; 1.1301; 0.061082; 0.0018622; 0.0018981
Control; 1513; 1675; 5; 0.90328; -0.050816; 0.0023719; 0.0023173
Control; 7146; 8416; 19; 0.8491; -0.081609; 0.0025141; 0.0025142
Control; 3406; 3565; 3; 0.9554; -0.022809; 0.0024966; 0.0024826
Control; 8365; 8356; 13; 1.0011; 0.00053825; 0.0025119; 0.0025162
Control; 3050; 2804; 0; 1.0877; 0.042023; 0.0024896; 0.0024935
Control; 3503; 3184; 1; 1.1002; 0.047705; 0.002472; 0.0024721
Control; 4119; 4389; 4; 0.93848; -0.031735; 0.0025049; 0.0025044
Control; 5084; 5296; 13; 0.95997; -0.020424; 0.0025088; 0.0025101
Control; 7733; 7495; 13; 1.0318; 0.015629; 0.0025091; 0.0025122
Control; 6962; 6480; 7; 1.0744; 0.035858; 0.0025137; 0.0025141
Control; 6265; 6160; 12; 1.017; 0.0084507; 0.002504; 0.0025047
Control; 4587; 4870; 4; 0.94189; -0.029925; 0.00249; 0.0024998
Control; 7128; 7545; 12; 0.94473; -0.02842; 0.0025046; 0.002513
Control; 3577; 3575; 6; 1.0006; 0.00027964; 0.0024829; 0.0024911
Control; 461; 579; 1; 0.7962; -0.11346; 0.0021034; 0.0017969
Control; 4680; 3965; 6; 1.1803; 0.082707; 0.0024991; 0.0024968
Control; 4330; 3622; 2; 1.1955; 0.089034; 0.0025025; 0.0025019
Control; 4672; 4441; 5; 1.052; 0.025348; 0.0024878; 0.0024967
Control; 9010; 9860; 33; 0.91379; -0.045045; 0.0025178; 0.0025167
Control; 3580; 4588; 13; 0.7803; -0.12341; 0.0024942; 0.0024949
Control; 3149; 2781; 1; 1.1323; 0.062057; 0.0024572; 0.002497
Control; 3214; 2402; 1; 1.3381; 0.14459; 0.0024696; 0.0024996
Control; 2494; 3564; 5; 0.69978; -0.17663; 0.0024861; 0.0024517
Control; 6944; 6727; 12; 1.0323; 0.015873; 0.0025064; 0.002514
Control; 3086; 2897; 4; 1.0652; 0.03159; 0.0024707; 0.0024778
Control; 5535; 5652; 7; 0.9793; -0.010459; 0.0025094; 0.0025015
Control; 4851; 4954; 3; 0.97921; -0.010505; 0.0025079; 0.002513
Control; 6686; 6197; 8; 1.0789; 0.037957; 0.0025028; 0.0025168
Control; 3966; 4477; 8; 0.88586; -0.060524; 0.0025095; 0.0024887
Control; 3486; 3351; 5; 1.0403; 0.019746; 0.0024937; 0.002509
Control; 7288; 7885; 15; 0.92429; -0.039346; 0.0025178; 0.0025154
Control; 1706; 1632; 0; 1.0453; 0.022169; 0.0024117; 0.002411
Control; 6505; 7718; 26; 0.84283; -0.085284; 0.0025118; 0.0025114
Control; 3660; 3681; 3; 0.9943; -0.0028606; 0.0024915; 0.0024884
Control; 3935; 3885; 0; 1.0129; 0.0063939; 0.0024875; 0.0024669
Control; 4414; 4478; 6; 0.98571; -0.0071975; 0.0025122; 0.002513
Control; 3454; 2908; 10; 1.1878; 0.085822; 0.0024618; 0.0024936
Control; 4982; 4983; 6; 0.9998; -0.00010035; 0.0024912; 0.0025083
Control; 6024; 5796; 10; 1.0393; 0.019289; 0.002503; 0.0025168
Control; 5078; 5080; 6; 0.99961; -0.00019689; 0.0024991; 0.0024966
Control; 4381; 4535; 5; 0.96604; -0.017272; 0.002507; 0.0025097
Control; 2651; 2940; 1; 0.9017; -0.05169; 0.0024894; 0.0024299
Control; 6415; 6576; 5; 0.97552; -0.012393; 0.002513; 0.0025143
Control; 3700; 3792; 5; 0.97574; -0.01228; 0.0024917; 0.0024786
Control; 6265; 6204; 14; 1.0098; 0.0048921; 0.0025103; 0.0025086
Control; 3009; 2715; 4; 1.1083; 0.051363; 0.0024705; 0.0025027
Control; 2779; 2608; 5; 1.0656; 0.031743; 0.0024529; 0.0024624
Control; 7371; 7104; 6; 1.0376; 0.018446; 0.0025136; 0.0025193
Control; 2745; 2447; 4; 1.1218; 0.057396; 0.0024674; 0.0024717
Control; 4170; 4406; 5; 0.94644; -0.027519; 0.0024985; 0.0025122
Control; 1647; 1839; 2; 0.8956; -0.055077; 0.0024784; 0.0024165
Control; 7422; 8633; 24; 0.85972; -0.075428; 0.0025154; 0.0025143
Control; 0; 0; 0; inf; inf; 0.002445; 0.002445
Control; 5477; 5328; 6; 1.028; 0.01379; 0.0025074; 0.002511
Control; 3242; 3232; 2; 1.0031; 0.0015446; 0.0025005; 0.0024898
Control; 6268; 6122; 7; 1.0238; 0.011784; 0.0024996; 0.0025193
Control; 1295; 1281; 2; 1.0109; 0.0054348; 0.0023392; 0.002399
Control; 3220; 3390; 2; 0.94985; -0.025719; 0.002495; 0.0024952
Control; 3675; 3730; 7; 0.98525; -0.0074274; 0.0024996; 0.0025
Control; 6683; 6587; 6; 1.0146; 0.0072344; 0.0025074; 0.0025122
Control; 3075; 2894; 5; 1.0625; 0.030323; 0.0024783; 0.0024851
Control; 336; 357; 1; 0.94118; -0.030303; 0.0016323; 0.0016418
Control; 2047; 2029; 1; 1.0089; 0.0044161; 0.0024286; 0.0024459
Control; 3657; 3586; 4; 1.0198; 0.0098026; 0.0024935; 0.0024976
Control; 2872; 2784; 3; 1.0316; 0.015559; 0.002485; 0.0024937
Control; 3513; 4266; 5; 0.82349; -0.096799; 0.0024927; 0.0024799
Control; 3152; 3081; 3; 1.023; 0.011391; 0.0024839; 0.0024994
Control; 5728; 6190; 6; 0.92536; -0.038765; 0.0025048; 0.0025136
Control; 1309; 1180; 0; 1.1093; 0.051828; 0.0023161; 0.0023629
Control; 847; 928; 1; 0.91272; -0.045634; 0.0022878; 0.0021575
Control; 695; 544; 0; 1.2776; 0.12187; 0.0020107; 0.0022132
Control; 3951; 3951; 5; 1; 0; 0.002498; 0.0024621
Control; 3072; 2943; 1; 1.0438; 0.021446; 0.0024784; 0.0024637
Control; 3729; 3050; 1; 1.2226; 0.10016; 0.0024545; 0.0024961
Control; 5799; 7053; 13; 0.8222; -0.097572; 0.0025115; 0.0025122
Control; 3530; 3302; 4; 1.069; 0.033372; 0.0024843; 0.0024782
Control; 2987; 2586; 5; 1.1551; 0.071954; 0.0024715; 0.0024953
Control; 6667; 7116; 11; 0.9369; -0.032576; 0.0025137; 0.0025162
Control; 5590; 5399; 9; 1.0354; 0.017381; 0.002497; 0.002507
Control; 2134; 1914; 0; 1.1149; 0.054348; 0.0024378; 0.0024734
Control; 2911; 3055; 0; 0.95286; -0.024137; 0.00248; 0.0024794
Control; 2795; 2658; 5; 1.0515; 0.025124; 0.002493; 0.0024774
Control; 3360; 3086; 6; 1.0888; 0.042507; 0.0024859; 0.0024703
Control; 1659; 1990; 4; 0.83367; -0.09071; 0.002464; 0.0024099
Control; 5181; 5539; 6; 0.93537; -0.033396; 0.0025119; 0.0025032
Control; 1520; 1404; 1; 1.0826; 0.039672; 0.0023813; 0.0023726
Control; 3210; 3284; 5; 0.97747; -0.011395; 0.0024714; 0.0024646
Control; 3235; 2782; 1; 1.1628; 0.075287; 0.002479; 0.0024869
Control; 2346; 2583; 2; 0.90825; -0.048083; 0.002463; 0.0024369
Control; 2124; 2169; 5; 0.97925; -0.010482; 0.0024369; 0.0024397
Control; 5513; 6511; 11; 0.84672; -0.083001; 0.002511; 0.0025135
Control; 5997; 6030; 9; 0.99453; -0.0027438; 0.0025058; 0.0025146
Control; 4472; 4678; 8; 0.95596; -0.022514; 0.0024893; 0.0025005
Control; 4341; 5054; 8; 0.85892; -0.075891; 0.0025103; 0.0024993
Control; 2993; 2529; 1; 1.1835; 0.084028; 0.0024667; 0.0024888
Control; 4644; 4903; 7; 0.94718; -0.027129; 0.0025053; 0.0025014
Control; 5873; 5624; 8; 1.0443; 0.021658; 0.002508; 0.0024998
Control; 3290; 2616; 1; 1.2576; 0.11412; 0.0024421; 0.0024786
Control; 1670; 1356; 2; 1.2316; 0.10377; 0.0023912; 0.0024566
Control; 2298; 2587; 6; 0.88829; -0.059161; 0.0024694; 0.0024837
Control; 5318; 4996; 4; 1.0645; 0.03122; 0.0025045; 0.0025078
Control; 3279; 2871; 1; 1.1421; 0.066341; 0.0024538; 0.0025062
Control; 7617; 8363; 17; 0.9108; -0.046683; 0.0025163; 0.0025193
Control; 236; 312; 2; 0.75641; -0.13869; 0.0015563; 0.0012016
Control; 7052; 7959; 16; 0.88604; -0.060422; 0.0025161; 0.0025175
Control; 4739; 4872; 7; 0.9727; -0.013838; 0.0024977; 0.0025112
Control; 6073; 6688; 15; 0.90804; -0.048194; 0.0025146; 0.0025058
Control; 3518; 3557; 5; 0.98904; -0.0055124; 0.0024861; 0.0024935
Control; 5892; 5814; 4; 1.0134; 0.0066632; 0.0025139; 0.0025143
Control; 4396; 4717; 6; 0.93195; -0.035224; 0.0024921; 0.0025062
Control; 5876; 5841; 13; 1.006; 0.0029871; 0.0024991; 0.0025017
Control; 3848; 3899; 5; 0.98692; -0.0065832; 0.0025031; 0.0024982
Control; 5074; 4736; 7; 1.0714; 0.034455; 0.0025113; 0.002504
Control; 4365; 4044; 3; 1.0794; 0.038173; 0.0024927; 0.0024985
Control; 100; 305; 1; 0.32787; -0.50617; 0.0015014; 0.00058427
Control; 3962; 3973; 3; 0.99723; -0.0013863; 0.0025073; 0.002492
Control; 2290; 2625; 7; 0.87238; -0.068159; 0.0024573; 0.0024406
Control; 4475; 3939; 2; 1.1361; 0.063703; 0.0024681; 0.0025068
Control; 2791; 2167; 2; 1.288; 0.12586; 0.0024312; 0.0024974
Control; 3824; 4111; 3; 0.93019; -0.036169; 0.0024985; 0.0024992
Control; 669; 671; 0; 0.99702; -0.0014925; 0.0020872; 0.0020035
Control; 2963; 3169; 4; 0.935; -0.033594; 0.0025041; 0.0024853
Control; 6177; 6415; 5; 0.9629; -0.018901; 0.0025106; 0.0025078
Control; 4726; 4629; 3; 1.021; 0.010369; 0.0025098; 0.0024953
Control; 5916; 5887; 6; 1.0049; 0.002457; 0.0025089; 0.0025024
Control; 109; 158; 0; 0.68987; -0.18352; 0.0010044; 0.00069304
Control; 4175; 4276; 7; 0.97638; -0.011951; 0.0025042; 0.0025047
Control; 4394; 4094; 9; 1.0733; 0.035344; 0.0025052; 0.002502
Control; 3457; 3365; 6; 1.0273; 0.013486; 0.0024758; 0.0024758
Control; 228; 121; 0; 1.8843; 0.30659; 0.00076641; 0.0014475
Control; 4335; 4653; 6; 0.93166; -0.035381; 0.0025103; 0.0025054
Control; 852; 661; 0; 1.289; 0.12624; 0.002125; 0.0022552
Control; 4996; 4601; 6; 1.0859; 0.041159; 0.0024931; 0.0025018
Control; 4278; 4164; 7; 1.0274; 0.013504; 0.0024985; 0.0025073
Control; 4758; 4851; 8; 0.98083; -0.0096784; 0.0025179; 0.0024968
Control; 4479; 3869; 3; 1.1577; 0.073071; 0.0025025; 0.0025051
Control; 882; 628; 0; 1.4045; 0.16821; 0.0021098; 0.0022354
Control; 7299; 7663; 14; 0.9525; -0.024328; 0.0025098; 0.0025167
Control; 5054; 4676; 5; 1.0808; 0.038849; 0.0025046; 0.0025017
Control; 4656; 4492; 8; 1.0365; 0.017927; 0.0024954; 0.002513
Control; 4918; 5306; 8; 0.92688; -0.03795; 0.0025051; 0.0025038
Control; 1243; 980; 1; 1.2684; 0.11831; 0.002248; 0.0023961
Control; 1836; 1694; 2; 1.0838; 0.040227; 0.0024137; 0.0024496
Control; 2524; 1980; 1; 1.2747; 0.12078; 0.0024351; 0.0024729
Control; 4653; 4605; 4; 1.0104; 0.0051847; 0.0024893; 0.0025057
Control; 3434; 2886; 1; 1.1899; 0.086709; 0.0024717; 0.0024766
Control; 3254; 3609; 2; 0.90163; -0.051727; 0.0024931; 0.0024806
Control; 2119; 1903; 2; 1.1135; 0.053705; 0.0024193; 0.0024625
Control; 4511; 4340; 1; 1.0394; 0.01932; 0.0024906; 0.0025039
Control; 4086; 4747; 7; 0.86075; -0.074833; 0.0024999; 0.0024898
Control; 148; 203; 1; 0.72906; -0.1567; 0.0012895; 0.00094115
Control; 1767; 1564; 1; 1.1298; 0.060943; 0.0023481; 0.0024354
Control; 3314; 2582; 3; 1.2835; 0.12415; 0.0024623; 0.00248
Control; 4868; 3728; 4; 1.3058; 0.13262; 0.0024752; 0.002512
Control; 3971; 3810; 6; 1.0423; 0.020691; 0.0025113; 0.0024983
Control; 6626; 6942; 14; 0.95448; -0.02329; 0.0025109; 0.0025091
Control; 3518; 2841; 0; 1.2383; 0.10646; 0.0024565; 0.0024896
Control; 1309; 1305; 1; 1.0031; 0.0015302; 0.0023399; 0.0023616
Control; 4582; 4420; 5; 1.0367; 0.017996; 0.0024936; 0.0025018
Control; 3290; 2979; 2; 1.1044; 0.049609; 0.0024608; 0.0025033
Control; 2822; 2825; 3; 0.99894; -0.00053126; 0.0024847; 0.0024868
Control; 2886; 2591; 11; 1.1139; 0.053862; 0.0024713; 0.0024927
Control; 2290; 2157; 1; 1.0617; 0.029908; 0.0024664; 0.0024556
Control; 2598; 2056; 1; 1.2636; 0.11646; 0.0024294; 0.0024692
Control; 7415; 7280; 8; 1.0185; 0.0091868; 0.0025141; 0.0025167
Control; 4895; 4872; 4; 1.0047; 0.0023549; 0.0025095; 0.0025081
Control; 6402; 7707; 8; 0.83067; -0.092494; 0.0025127; 0.0025188
Control; 3011; 3250; 7; 0.92646; -0.038173; 0.0024899; 0.0024913
Control; 4985; 5603; 9; 0.8897; -0.058368; 0.0025003; 0.0024786
Control; 3494; 3357; 4; 1.0408; 0.019997; 0.0024571; 0.0025004
Control; 4698; 3658; 3; 1.2843; 0.12446; 0.0024768; 0.0025073
Control; 3629; 3934; 4; 0.92247; -0.040328; 0.0024905; 0.0025015
Control; 2248; 2215; 1; 1.0149; 0.0073941; 0.0024582; 0.0024639
Control; 5053; 4880; 11; 1.0355; 0.017417; 0.0025043; 0.0025069
Control; 4956; 4626; 3; 1.0713; 0.03444; 0.002507; 0.0025046
Control; 3267; 3163; 2; 1.0329; 0.016174; 0.0024886; 0.0024785
Control; 4016; 3759; 2; 1.0684; 0.033055; 0.002496; 0.0024986
Control; 5336; 5390; 13; 0.98998; -0.0050345; 0.0025142; 0.0024956
Control; 4076; 3362; 5; 1.2124; 0.095994; 0.0024681; 0.0025048
Control; 3804; 3271; 3; 1.1629; 0.075336; 0.002479; 0.0024885
Control; 5793; 5519; 5; 1.0496; 0.024222; 0.0025033; 0.0025135
Control; 7478; 8125; 14; 0.92037; -0.041466; 0.0025146; 0.002516
Control; 2969; 2672; 2; 1.1112; 0.05265; 0.0024896; 0.0024916
Control; 6326; 6339; 12; 0.99795; -0.0010265; 0.0025078; 0.0025188
Control; 6084; 6591; 5; 0.92308; -0.04; 0.0025119; 0.0024993
Control; 4025; 4779; 4; 0.84223; -0.085643; 0.0024911; 0.0024933
Control; 3065; 2950; 1; 1.039; 0.019119; 0.0024631; 0.0024601
Control; 7304; 7352; 12; 0.99347; -0.0032751; 0.0025136; 0.0025213
Control; 4319; 3806; 3; 1.1348; 0.063138; 0.0024894; 0.0024982
Control; 4584; 4323; 4; 1.0604; 0.029303; 0.0024835; 0.0025168
Control; 3516; 3073; 0; 1.1442; 0.067233; 0.002475; 0.0024965
