Group;  in;  out; indef; in/out;  in-out/in+out; hub_ranks; auth_ranks
Hyp; 92; 78; 0; 1.1795; 0.082353; 0.0019328; 0.0021431
Hyp; 227; 254; 2; 0.8937; -0.056133; 0.0037891; 0.0035134
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 36; 46; 0; 0.78261; -0.12195; 0.0011899; 0.0010264
Hyp; 33; 24; 0; 1.375; 0.15789; 0.00071382; 0.00096383
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 82; 88; 1; 0.93182; -0.035294; 0.0019362; 0.0018203
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 68; 87; 0; 0.78161; -0.12258; 0.0020432; 0.0018139
Hyp; 92; 104; 0; 0.88462; -0.061224; 0.0024796; 0.0020047
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 230; 249; 0; 0.92369; -0.039666; 0.0039475; 0.0034372
Hyp; 51; 59; 0; 0.86441; -0.072727; 0.0015634; 0.0013254
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 222; 261; 1; 0.85057; -0.080745; 0.0038363; 0.0034875
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 98; 71; 0; 1.3803; 0.15976; 0.0018224; 0.0023134
Hyp; 181; 191; 1; 0.94764; -0.026882; 0.0032423; 0.0030893
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 68; 93; 1; 0.73118; -0.15528; 0.0022622; 0.0016388
Hyp; 474; 655; 1; 0.72366; -0.16032; 0.0047869; 0.004391
Hyp; 244; 220; 0; 1.1091; 0.051724; 0.0033886; 0.0035216
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 112; 115; 0; 0.97391; -0.013216; 0.0026373; 0.002635
Hyp; 65; 92; 0; 0.70652; -0.17197; 0.0020585; 0.0018601
Hyp; 72; 77; 0; 0.93506; -0.033557; 0.0019759; 0.0017008
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 122; 160; 0; 0.7625; -0.13475; 0.0032205; 0.002636
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 114; 109; 0; 1.0459; 0.022422; 0.0024292; 0.0021842
Hyp; 243; 248; 0; 0.97984; -0.010183; 0.0036601; 0.0035969
Hyp; 67; 85; 0; 0.78824; -0.11842; 0.0020822; 0.0016878
Hyp; 57; 33; 0; 1.7273; 0.26667; 0.0010028; 0.0015188
Hyp; 139; 124; 0; 1.121; 0.057034; 0.0024291; 0.0028326
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 110; 81; 1; 1.358; 0.15183; 0.0019908; 0.0022688
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 26; 53; 0; 0.49057; -0.34177; 0.0013584; 0.00078263
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 252; 270; 0; 0.93333; -0.034483; 0.0037637; 0.0036268
Hyp; 275; 301; 0; 0.91362; -0.045139; 0.0038714; 0.003869
Hyp; 70; 28; 0; 2.5; 0.42857; 0.00086562; 0.0020626
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 91; 81; 1; 1.1235; 0.05814; 0.0019657; 0.0020798
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 73; 90; 0; 0.81111; -0.10429; 0.0022661; 0.0018292
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 592; 707; 2; 0.83734; -0.08853; 0.0048456; 0.0046741
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 200; 95; 0; 2.1053; 0.35593; 0.0021875; 0.0033428
Hyp; 26; 12; 0; 2.1667; 0.36842; 0.00038584; 0.00084049
Hyp; 721; 733; 1; 0.98363; -0.0082531; 0.0049331; 0.004738
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 52; 75; 0; 0.69333; -0.1811; 0.0019407; 0.0015222
Hyp; 159; 141; 1; 1.1277; 0.06; 0.0025786; 0.0028336
Hyp; 23; 34; 0; 0.67647; -0.19298; 0.0010414; 0.00073272
Hyp; 348; 386; 1; 0.90155; -0.051771; 0.0043405; 0.0040644
Hyp; 29; 19; 0; 1.5263; 0.20833; 0.00053203; 0.00096471
Hyp; 462; 396; 0; 1.1667; 0.076923; 0.004068; 0.0043093
Hyp; 197; 191; 0; 1.0314; 0.015464; 0.0033563; 0.0032763
Hyp; 155; 148; 0; 1.0473; 0.023102; 0.0025867; 0.0028266
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 431; 337; 1; 1.2789; 0.1224; 0.0040425; 0.0042886
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 18; 29; 0; 0.62069; -0.23404; 0.0008171; 0.00050595
Hyp; 279; 274; 0; 1.0182; 0.0090416; 0.0036621; 0.0036002
Hyp; 64; 38; 0; 1.6842; 0.2549; 0.0010234; 0.0017936
Hyp; 11; 29; 0; 0.37931; -0.45; 0.00077557; 0.00036136
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 325; 347; 1; 0.9366; -0.032738; 0.0041453; 0.0040001
Hyp; 42; 32; 1; 1.3125; 0.13514; 0.0009606; 0.0013464
Hyp; 26; 36; 0; 0.72222; -0.16129; 0.0010482; 0.00088844
Hyp; 74; 51; 0; 1.451; 0.184; 0.0013902; 0.001866
Hyp; 253; 202; 1; 1.2525; 0.11209; 0.0033499; 0.0035177
Hyp; 418; 370; 0; 1.1297; 0.060914; 0.0040994; 0.0042739
Hyp; 41; 28; 0; 1.4643; 0.18841; 0.0008506; 0.0011487
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 161; 160; 0; 1.0063; 0.0031153; 0.0030056; 0.0030831
Hyp; 62; 58; 0; 1.069; 0.033333; 0.0014837; 0.0016448
Hyp; 160; 200; 0; 0.8; -0.11111; 0.0031801; 0.002893
Hyp; 133; 110; 0; 1.2091; 0.09465; 0.0024756; 0.0027192
Hyp; 385; 397; 0; 0.96977; -0.015345; 0.0041967; 0.0041296
Hyp; 30; 31; 0; 0.96774; -0.016393; 0.00097157; 0.00087773
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 89; 81; 0; 1.0988; 0.047059; 0.0018172; 0.0020969
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 51; 55; 0; 0.92727; -0.037736; 0.0015773; 0.0015582
Hyp; 216; 211; 0; 1.0237; 0.01171; 0.0032837; 0.0032735
Hyp; 327; 372; 0; 0.87903; -0.064378; 0.0041434; 0.0039708
Hyp; 292; 327; 0; 0.89297; -0.056543; 0.0040082; 0.0037032
Hyp; 457; 407; 0; 1.1229; 0.05787; 0.0043551; 0.0043885
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 203; 177; 0; 1.1469; 0.068421; 0.0031237; 0.0034203
Hyp; 78; 85; 1; 0.91765; -0.042945; 0.0020369; 0.0019623
Hyp; 117; 160; 0; 0.73125; -0.15523; 0.0031749; 0.0021229
Hyp; 309; 292; 1; 1.0582; 0.028286; 0.0039566; 0.0037916
Hyp; 102; 80; 0; 1.275; 0.12088; 0.0018076; 0.002521
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 254; 156; 0; 1.6282; 0.23902; 0.0028861; 0.0035873
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 112; 110; 0; 1.0182; 0.009009; 0.0023291; 0.002329
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 36; 39; 0; 0.92308; -0.04; 0.0012107; 0.0011009
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 146; 152; 1; 0.96053; -0.020134; 0.002838; 0.0028417
Hyp; 86; 80; 0; 1.075; 0.036145; 0.0018647; 0.0019798
Hyp; 942; 1082; 5; 0.87061; -0.06917; 0.0051587; 0.0049124
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 288; 281; 0; 1.0249; 0.012302; 0.0039138; 0.0035486
Hyp; 280; 279; 0; 1.0036; 0.0017889; 0.0037606; 0.0036274
Hyp; 189; 199; 0; 0.94975; -0.025773; 0.0032355; 0.0030828
Hyp; 272; 250; 0; 1.088; 0.042146; 0.0037671; 0.0035439
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 67; 89; 0; 0.75281; -0.14103; 0.0020786; 0.0017156
Hyp; 136; 139; 0; 0.97842; -0.010909; 0.0027553; 0.0028293
Hyp; 230; 244; 1; 0.94262; -0.029536; 0.0038845; 0.0032274
Hyp; 98; 99; 0; 0.9899; -0.0050761; 0.0021559; 0.0021244
Hyp; 232; 196; 0; 1.1837; 0.084112; 0.0030585; 0.0033185
Hyp; 47; 30; 0; 1.5667; 0.22078; 0.00089653; 0.0013371
Hyp; 410; 511; 0; 0.80235; -0.10966; 0.0043674; 0.0040101
Hyp; 467; 617; 2; 0.75689; -0.13838; 0.0047754; 0.0044256
Hyp; 50; 80; 0; 0.625; -0.23077; 0.0018519; 0.001122
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 49; 114; 0; 0.42982; -0.39877; 0.0024834; 0.0011784
Hyp; 97; 129; 1; 0.75194; -0.14159; 0.0020854; 0.0017693
Hyp; 41; 39; 0; 1.0513; 0.025; 0.00091678; 0.00091145
Hyp; 17; 29; 0; 0.58621; -0.26087; 0.00069925; 0.00043931
Hyp; 57; 69; 0; 0.82609; -0.095238; 0.0016368; 0.0013409
Hyp; 56; 71; 0; 0.78873; -0.11811; 0.0014614; 0.0013163
Hyp; 284; 342; 1; 0.83041; -0.092652; 0.00405; 0.003466
Hyp; 279; 398; 0; 0.70101; -0.17578; 0.004229; 0.0032507
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 791; 851; 2; 0.92949; -0.036541; 0.0050117; 0.0049537
Hyp; 275; 364; 1; 0.75549; -0.13928; 0.0038164; 0.0030996
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 240; 190; 2; 1.2632; 0.11628; 0.0025579; 0.0029838
Hyp; 37; 22; 0; 1.6818; 0.25424; 0.00059075; 0.00091869
Hyp; 355; 364; 0; 0.97527; -0.012517; 0.0038014; 0.0038958
Hyp; 36; 32; 0; 1.125; 0.058824; 0.00080467; 0.00085366
Hyp; 653; 765; 0; 0.85359; -0.078984; 0.0048005; 0.0045578
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 333; 306; 1; 1.0882; 0.042254; 0.0036813; 0.0039262
Hyp; 577; 584; 1; 0.98801; -0.0060293; 0.0045855; 0.004141
Hyp; 26; 48; 0; 0.54167; -0.2973; 0.001088; 0.00063666
Hyp; 74; 81; 0; 0.91358; -0.045161; 0.0018073; 0.0014278
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 133; 144; 0; 0.92361; -0.039711; 0.0025646; 0.0025573
Hyp; 22; 34; 0; 0.64706; -0.21429; 0.00086015; 0.00052271
Hyp; 107; 103; 0; 1.0388; 0.019048; 0.0018801; 0.001951
Hyp; 154; 109; 1; 1.4128; 0.1711; 0.0018382; 0.0025889
Hyp; 28; 20; 0; 1.4; 0.16667; 0.0005339; 0.00071665
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 26; 21; 0; 1.2381; 0.10638; 0.00047301; 0.0006106
Hyp; 756; 740; 1; 1.0216; 0.010695; 0.0048148; 0.0047577
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 556; 571; 2; 0.97373; -0.01331; 0.0046052; 0.0040523
Hyp; 153; 171; 2; 0.89474; -0.055556; 0.0024208; 0.0023066
Hyp; 40; 84; 0; 0.47619; -0.35484; 0.0019115; 0.0010381
Hyp; 780; 822; 1; 0.94891; -0.026217; 0.0048116; 0.0048145
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 15; 39; 0; 0.38462; -0.44444; 0.00099723; 0.00035116
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 118; 157; 0; 0.75159; -0.14182; 0.0029416; 0.002306
Hyp; 29; 43; 0; 0.67442; -0.19444; 0.0010232; 0.00070264
Hyp; 76; 60; 0; 1.2667; 0.11765; 0.001563; 0.0018186
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 248; 139; 0; 1.7842; 0.28165; 0.0023062; 0.0032139
Hyp; 308; 214; 1; 1.4393; 0.18008; 0.0033792; 0.0040896
Hyp; 287; 375; 0; 0.76533; -0.13293; 0.0041451; 0.0033894
Hyp; 15; 17; 0; 0.88235; -0.0625; 0.00046739; 0.00044078
Hyp; 22; 36; 0; 0.61111; -0.24138; 0.00091892; 0.00057327
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 152; 126; 0; 1.2063; 0.093525; 0.0026115; 0.0028878
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 22; 36; 0; 0.61111; -0.24138; 0.00089678; 0.00052271
Hyp; 411; 309; 0; 1.3301; 0.14167; 0.0032912; 0.0039119
Hyp; 94; 79; 0; 1.1899; 0.086705; 0.0014897; 0.0017408
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 70; 53; 0; 1.3208; 0.13821; 0.0011584; 0.0014586
Hyp; 164; 126; 0; 1.3016; 0.13103; 0.0019191; 0.0025952
Hyp; 243; 218; 0; 1.1147; 0.05423; 0.0035787; 0.0035774
Hyp; 124; 110; 0; 1.1273; 0.059829; 0.0024826; 0.0025898
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 643; 619; 1; 1.0388; 0.019017; 0.0046927; 0.0047421
Hyp; 808; 696; 2; 1.1609; 0.074468; 0.0043515; 0.0048336
Hyp; 202; 166; 0; 1.2169; 0.097826; 0.0025516; 0.003094
Hyp; 237; 227; 0; 1.0441; 0.021552; 0.0036415; 0.003513
Hyp; 120; 133; 0; 0.90226; -0.051383; 0.002701; 0.0024329
Hyp; 59; 60; 0; 0.98333; -0.0084034; 0.0015814; 0.0014717
Hyp; 387; 410; 0; 0.9439; -0.028858; 0.0043465; 0.0041729
Hyp; 34; 53; 0; 0.64151; -0.21839; 0.0012018; 0.00083614
Hyp; 150; 100; 0; 1.5; 0.2; 0.0019528; 0.002953
Hyp; 78; 87; 1; 0.89655; -0.054545; 0.0018219; 0.0018232
Hyp; 254; 317; 0; 0.80126; -0.11033; 0.0041025; 0.0034362
Hyp; 72; 95; 0; 0.75789; -0.13772; 0.0021726; 0.0016167
Hyp; 27; 39; 0; 0.69231; -0.18182; 0.00092546; 0.00072891
Hyp; 376; 389; 2; 0.96658; -0.016993; 0.0042967; 0.0040033
Hyp; 131; 163; 2; 0.80368; -0.10884; 0.002975; 0.0023221
Hyp; 436; 401; 0; 1.0873; 0.041816; 0.0040616; 0.0042969
Hyp; 508; 491; 0; 1.0346; 0.017017; 0.004397; 0.0043498
Hyp; 51; 74; 0; 0.68919; -0.184; 0.0017641; 0.0013217
Hyp; 72; 97; 0; 0.74227; -0.14793; 0.0019366; 0.0016195
Hyp; 191; 305; 0; 0.62623; -0.22984; 0.0036929; 0.0028996
Hyp; 66; 47; 0; 1.4043; 0.16814; 0.0011165; 0.0013711
Hyp; 55; 75; 0; 0.73333; -0.15385; 0.0018423; 0.0014286
Hyp; 605; 442; 0; 1.3688; 0.15568; 0.0040689; 0.0047643
Hyp; 224; 308; 0; 0.72727; -0.15789; 0.0037258; 0.0029631
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 561; 628; 0; 0.89331; -0.05635; 0.0047867; 0.004379
Hyp; 352; 313; 0; 1.1246; 0.058647; 0.0039042; 0.003682
Hyp; 81; 77; 0; 1.0519; 0.025316; 0.0015418; 0.0017048
Hyp; 584; 590; 0; 0.98983; -0.0051107; 0.0046527; 0.0046578
Hyp; 91; 110; 0; 0.82727; -0.094527; 0.0024324; 0.0020641
Hyp; 563; 522; 0; 1.0785; 0.037788; 0.0044598; 0.0044576
Hyp; 249; 218; 1; 1.1422; 0.066381; 0.0031083; 0.0034274
Hyp; 422; 327; 0; 1.2905; 0.12684; 0.004016; 0.0040528
Hyp; 48; 69; 0; 0.69565; -0.17949; 0.0014847; 0.0011558
Hyp; 302; 300; 0; 1.0067; 0.0033223; 0.003961; 0.003793
Hyp; 157; 203; 0; 0.7734; -0.12778; 0.0031823; 0.0026013
Hyp; 233; 213; 0; 1.0939; 0.044843; 0.0035248; 0.0034486
Hyp; 251; 263; 0; 0.95437; -0.023346; 0.003611; 0.0033802
Hyp; 252; 212; 0; 1.1887; 0.086207; 0.0032421; 0.0033746
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 225; 239; 1; 0.94142; -0.030172; 0.003313; 0.0035289
Hyp; 695; 643; 1; 1.0809; 0.038864; 0.0046495; 0.004714
Hyp; 80; 119; 0; 0.67227; -0.19598; 0.0023705; 0.0016439
Hyp; 395; 366; 0; 1.0792; 0.038108; 0.0041587; 0.0037379
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 161; 179; 0; 0.89944; -0.052941; 0.0032507; 0.0031402
Hyp; 373; 389; 1; 0.95887; -0.020997; 0.004245; 0.0040632
Hyp; 48; 46; 0; 1.0435; 0.021277; 0.0010931; 0.0011787
Hyp; 313; 314; 0; 0.99682; -0.0015949; 0.0037275; 0.003607
Hyp; 65; 64; 0; 1.0156; 0.0077519; 0.0016503; 0.0015854
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 79; 87; 1; 0.90805; -0.048193; 0.0020036; 0.0017144
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 19; 21; 0; 0.90476; -0.05; 0.00055431; 0.00051699
Hyp; 134; 136; 0; 0.98529; -0.0074074; 0.0024783; 0.0023837
Hyp; 377; 441; 1; 0.85488; -0.07824; 0.0035799; 0.0035012
Hyp; 808; 687; 0; 1.1761; 0.080936; 0.0046965; 0.0045599
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 213; 265; 1; 0.80377; -0.10879; 0.0039458; 0.0033681
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 305; 367; 0; 0.83106; -0.092262; 0.004103; 0.0033868
Hyp; 176; 192; 0; 0.91667; -0.043478; 0.0034214; 0.003088
Hyp; 476; 543; 2; 0.87661; -0.065751; 0.0045457; 0.0040625
Hyp; 139; 64; 0; 2.1719; 0.36946; 0.001392; 0.0029952
Hyp; 375; 397; 0; 0.94458; -0.028497; 0.0041641; 0.0041572
Hyp; 270; 258; 1; 1.0465; 0.022727; 0.0039503; 0.0038413
Hyp; 79; 56; 0; 1.4107; 0.17037; 0.0014474; 0.0018854
Hyp; 147; 177; 0; 0.83051; -0.092593; 0.0025899; 0.0022891
Hyp; 188; 156; 0; 1.2051; 0.093023; 0.0027978; 0.0031808
Hyp; 100; 141; 1; 0.70922; -0.17012; 0.0027492; 0.0021234
Hyp; 83; 65; 0; 1.2769; 0.12162; 0.0014953; 0.001779
Hyp; 216; 270; 2; 0.8; -0.11111; 0.0037555; 0.0032188
Hyp; 69; 70; 0; 0.98571; -0.0071942; 0.0014972; 0.0015675
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 45; 65; 0; 0.69231; -0.18182; 0.0015821; 0.0011664
Hyp; 67; 63; 0; 1.0635; 0.030769; 0.001627; 0.0016371
Hyp; 224; 230; 0; 0.97391; -0.013216; 0.0034084; 0.0029846
Hyp; 56; 71; 0; 0.78873; -0.11811; 0.0017927; 0.001411
Hyp; 58; 87; 0; 0.66667; -0.2; 0.0017371; 0.0012476
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 27; 21; 0; 1.2857; 0.125; 0.00054791; 0.00065345
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 300; 343; 0; 0.87464; -0.066874; 0.0042194; 0.0038477
Hyp; 164; 111; 0; 1.4775; 0.19273; 0.0021742; 0.0029654
Hyp; 30; 28; 0; 1.0714; 0.034483; 0.00061991; 0.00068058
Hyp; 164; 139; 0; 1.1799; 0.082508; 0.0025189; 0.0026287
Hyp; 116; 76; 0; 1.5263; 0.20833; 0.0016981; 0.002457
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 782; 1002; 3; 0.78044; -0.12332; 0.0050148; 0.0048588
Hyp; 136; 116; 0; 1.1724; 0.079365; 0.0023478; 0.0028922
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 636; 592; 1; 1.0743; 0.035831; 0.0045708; 0.0049142
Hyp; 222; 250; 3; 0.888; -0.059322; 0.0038861; 0.0035409
Hyp; 102; 125; 0; 0.816; -0.10132; 0.0023099; 0.0019843
Hyp; 461; 411; 2; 1.1217; 0.057339; 0.0042246; 0.0044497
Hyp; 97; 105; 0; 0.92381; -0.039604; 0.0023473; 0.0020524
Hyp; 252; 228; 0; 1.1053; 0.05; 0.003292; 0.0032001
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 275; 320; 0; 0.85938; -0.07563; 0.0041484; 0.0037161
Hyp; 91; 88; 0; 1.0341; 0.01676; 0.0017938; 0.0018657
Hyp; 81; 127; 1; 0.6378; -0.22115; 0.0025729; 0.0019862
Hyp; 40; 28; 0; 1.4286; 0.17647; 0.00068336; 0.0010981
Hyp; 90; 136; 0; 0.66176; -0.20354; 0.0027361; 0.0019679
Hyp; 125; 167; 0; 0.7485; -0.14384; 0.002513; 0.0019799
Hyp; 147; 113; 0; 1.3009; 0.13077; 0.0022676; 0.0029558
Hyp; 177; 231; 0; 0.76623; -0.13235; 0.0035536; 0.0032957
Hyp; 36; 40; 0; 0.9; -0.052632; 0.00095525; 0.00091396
Hyp; 98; 98; 0; 1; 0; 0.0019316; 0.0019401
Hyp; 22; 26; 0; 0.84615; -0.083333; 0.00068888; 0.00065128
Hyp; 378; 325; 1; 1.1631; 0.075391; 0.0039044; 0.0043219
Hyp; 46; 36; 0; 1.2778; 0.12195; 0.00082107; 0.0010239
Hyp; 91; 136; 1; 0.66912; -0.19824; 0.0025652; 0.0020028
Hyp; 28; 32; 0; 0.875; -0.066667; 0.00069081; 0.00076111
Hyp; 81; 107; 0; 0.75701; -0.1383; 0.0024297; 0.0019513
Hyp; 130; 118; 0; 1.1017; 0.048387; 0.0024208; 0.0025489
Hyp; 244; 192; 0; 1.2708; 0.11927; 0.0033492; 0.0037233
Hyp; 223; 189; 0; 1.1799; 0.082524; 0.0028985; 0.0035464
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 242; 291; 0; 0.83162; -0.091932; 0.0037201; 0.0030492
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 204; 144; 0; 1.4167; 0.17241; 0.0022979; 0.0032511
Hyp; 119; 38; 0; 3.1316; 0.51592; 0.0008853; 0.002671
Hyp; 86; 74; 0; 1.1622; 0.075; 0.0015485; 0.0017402
Hyp; 60; 95; 1; 0.63158; -0.22581; 0.0020827; 0.0014255
Hyp; 101; 88; 1; 1.1477; 0.068783; 0.0018154; 0.0019123
Hyp; 83; 73; 0; 1.137; 0.064103; 0.0016008; 0.0019058
Hyp; 487; 464; 0; 1.0496; 0.024185; 0.0045079; 0.0045124
Hyp; 159; 178; 0; 0.89326; -0.05638; 0.0031679; 0.0026963
Hyp; 169; 200; 0; 0.845; -0.084011; 0.0034354; 0.0029292
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 371; 344; 0; 1.0785; 0.037762; 0.0039049; 0.0043951
Hyp; 122; 121; 0; 1.0083; 0.0041152; 0.0024083; 0.0027675
Hyp; 47; 89; 0; 0.52809; -0.30882; 0.0020696; 0.0012004
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 18; 32; 0; 0.5625; -0.28; 0.00079298; 0.00048284
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 69; 90; 0; 0.76667; -0.13208; 0.0021742; 0.0015731
Hyp; 464; 636; 0; 0.72956; -0.15636; 0.0045097; 0.0040414
Hyp; 42; 25; 0; 1.68; 0.25373; 0.00070632; 0.00096004
Hyp; 148; 159; 0; 0.93082; -0.035831; 0.0029505; 0.0027331
Hyp; 212; 240; 0; 0.88333; -0.061947; 0.0035807; 0.0035907
Hyp; 33; 38; 0; 0.86842; -0.070423; 0.00090634; 0.00090368
Hyp; 230; 178; 0; 1.2921; 0.12745; 0.0033096; 0.003818
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 157; 137; 0; 1.146; 0.068027; 0.0028235; 0.0031956
Hyp; 198; 147; 0; 1.3469; 0.14783; 0.0029533; 0.0035068
Hyp; 121; 127; 0; 0.95276; -0.024194; 0.0024001; 0.0024262
Hyp; 123; 58; 0; 2.1207; 0.35912; 0.0012584; 0.0024286
Hyp; 23; 48; 0; 0.47917; -0.35211; 0.0012152; 0.00053703
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 75; 58; 0; 1.2931; 0.12782; 0.0014492; 0.0016874
Hyp; 130; 136; 0; 0.95588; -0.022556; 0.0025818; 0.0023247
Hyp; 158; 141; 0; 1.1206; 0.056856; 0.0025649; 0.0028406
Hyp; 186; 125; 1; 1.488; 0.19614; 0.0026573; 0.0033595
Hyp; 0; 0; 0; inf; inf; 0.002611; 0.002611
Hyp; 212; 240; 0; 0.88333; -0.061947; 0.0037125; 0.0033568
Hyp; 147; 98; 0; 1.5; 0.2; 0.0020266; 0.0028303
Hyp; 28; 27; 0; 1.037; 0.018182; 0.00067572; 0.00069507
Hyp; 278; 324; 1; 0.85802; -0.076412; 0.0041724; 0.0039511
Hyp; 348; 345; 1; 1.0087; 0.004329; 0.0042382; 0.0041725
