Group;  in;  out; indef; in/out;  in-out/in+out; hub_ranks; auth_ranks
Int neuro; 10; 2; 0; 5; 0.66667; 0.00014333; 0.0021422
Int neuro; 0; 0; 0; inf; inf; 0.0020243; 0.0020243
Int neuro; 0; 0; 0; inf; inf; 0.0020243; 0.0020243
Int neuro; 2; 2; 0; 1; 0; 0.00080891; 0.00081229
Int neuro; 0; 0; 0; inf; inf; 0.0020243; 0.0020243
Int neuro; 0; 0; 0; inf; inf; 0.0020243; 0.0020243
Int neuro; 0; 0; 0; inf; inf; 0.0020243; 0.0020243
Int neuro; 25; 26; 0; 0.96154; -0.019608; 0.0011167; 0.00043794
Int neuro; 10; 8; 2; 1.25; 0.11111; 0.00011934; 0.00012743
Int neuro; 0; 0; 0; inf; inf; 0.0020243; 0.0020243
Int neuro; 0; 0; 0; inf; inf; 0.0020243; 0.0020243
Int neuro; 4; 4; 0; 1; 0; 0.00078617; 0.00025984
Int neuro; 2; 0; 0; inf; 1; 0; 0.00048055
Int neuro; 0; 0; 0; inf; inf; 0.0020243; 0.0020243
Int neuro; 3; 6; 0; 0.5; -0.33333; 0.00078617; 0.00025984
Int neuro; 0; 1; 0; 0; -1; 5.1732e-06; 0
Int neuro; 0; 0; 0; inf; inf; 0.0020243; 0.0020243
Int neuro; 1; 2; 0; 0.5; -0.33333; 0.00084446; 0.00036911
Int neuro; 1; 2; 0; 0.5; -0.33333; 1.6287e-07; 1.688e-06
Int neuro; 4; 4; 0; 1; 0; 1.1577e-08; 1.2555e-08
Int neuro; 7; 5; 0; 1.4; 0.16667; 1.4083e-07; 1.8986e-07
Int neuro; 6; 4; 3; 1.5; 0.2; 4.0722e-07; 4.5436e-07
Int neuro; 8; 15; 0; 0.53333; -0.30435; 1.7864e-06; 1.6943e-06
Int neuro; 4; 3; 0; 1.3333; 0.14286; 3.5343e-06; 1.0567e-06
Int neuro; 11; 2; 0; 5.5; 0.69231; 8.1897e-07; 2.0612e-05
Int neuro; 2; 9; 3; 0.22222; -0.63636; 6.2853e-05; 5.7525e-05
Int neuro; 29; 21; 8; 1.381; 0.16; 0.00034986; 0.00036689
Int neuro; 25; 21; 1; 1.1905; 0.086957; 0.00046553; 0.0004448
Int neuro; 11; 9; 0; 1.2222; 0.1; 0.0021283; 0.0021883
Int neuro; 2; 6; 0; 0.33333; -0.5; 0.0002883; 0.00028507
Int neuro; 27; 19; 1; 1.4211; 0.17391; 0.0076278; 0.0077049
Int neuro; 7; 9; 0; 0.77778; -0.125; 0.000739; 0.00060502
Int neuro; 12; 12; 1; 1; 0; 0.00038857; 0.00041062
Int neuro; 14; 22; 0; 0.63636; -0.22222; 0.00020161; 0.00025838
Int neuro; 26; 24; 1; 1.0833; 0.04; 7.2734e-05; 7.1018e-05
Int neuro; 16; 14; 1; 1.1429; 0.066667; 4.1673e-05; 4.8174e-05
Int neuro; 2; 2; 0; 1; 0; 5.1259e-07; 5.5017e-07
Int neuro; 7; 5; 0; 1.4; 0.16667; 4.1075e-06; 3.8802e-06
Int neuro; 35; 24; 0; 1.4583; 0.18644; 0.0024131; 0.0025474
Int neuro; 8; 11; 3; 0.72727; -0.15789; 7.9613e-05; 8.9595e-05
Int neuro; 6; 8; 2; 0.75; -0.14286; 0.00051524; 0.00053398
Int neuro; 36; 38; 2; 0.94737; -0.027027; 2.8457e-05; 3.0547e-05
Int neuro; 29; 31; 4; 0.93548; -0.033333; 0.013636; 0.013322
Int neuro; 14; 11; 1; 1.2727; 0.12; 0.0025186; 0.0036469
Int neuro; 27; 31; 3; 0.87097; -0.068966; 0.00055788; 0.00061936
Int neuro; 26; 25; 1; 1.04; 0.019608; 0.0062182; 0.0063706
Int neuro; 16; 17; 0; 0.94118; -0.030303; 9.3732e-08; 8.6619e-08
Int neuro; 9; 8; 4; 1.125; 0.058824; 4.6739e-07; 4.456e-07
Int neuro; 13; 22; 1; 0.59091; -0.25714; 7.8895e-06; 6.2149e-06
Int neuro; 30; 20; 0; 1.5; 0.2; 0.0016098; 0.0015508
Int neuro; 22; 19; 9; 1.1579; 0.073171; 9.9758e-07; 1.1932e-06
Int neuro; 13; 27; 0; 0.48148; -0.35; 0.025007; 0.025356
Int neuro; 23; 25; 1; 0.92; -0.041667; 0.00028692; 0.00024483
Int neuro; 60; 65; 5; 0.92308; -0.04; 5.4288e-07; 6.0491e-07
Int neuro; 33; 29; 2; 1.1379; 0.064516; 0.00066555; 0.00080232
Int neuro; 22; 22; 3; 1; 0; 0.0001445; 0.0001289
Int neuro; 26; 46; 1; 0.56522; -0.27778; 0.0027882; 0.0023611
Int neuro; 32; 35; 5; 0.91429; -0.044776; 2.888e-06; 2.6091e-06
Int neuro; 4; 6; 0; 0.66667; -0.2; 9.223e-08; 8.5269e-08
Int neuro; 21; 11; 2; 1.9091; 0.3125; 2.1606e-06; 2.6159e-06
Int neuro; 10; 13; 0; 0.76923; -0.13043; 3.1134e-05; 2.6336e-05
Int neuro; 44; 47; 3; 0.93617; -0.032967; 0.026298; 0.026173
Int neuro; 18; 34; 0; 0.52941; -0.30769; 0.0029325; 0.0024363
Int neuro; 28; 16; 2; 1.75; 0.27273; 0.0010205; 0.0010618
Int neuro; 32; 36; 2; 0.88889; -0.058824; 0.016946; 0.016962
Int neuro; 16; 12; 1; 1.3333; 0.14286; 0.0049996; 0.0051157
Int neuro; 40; 47; 3; 0.85106; -0.08046; 2.3023e-05; 2.1966e-05
Int neuro; 30; 11; 4; 2.7273; 0.46341; 0.00010215; 0.00013293
Int neuro; 14; 11; 0; 1.2727; 0.12; 6.9659e-06; 7.5615e-06
Int neuro; 12; 6; 6; 2; 0.33333; 8.822e-05; 9.5409e-05
Int neuro; 2; 13; 2; 0.15385; -0.73333; 0.00023955; 0.0001485
Int neuro; 12; 15; 2; 0.8; -0.11111; 0.0031294; 0.0036124
Int neuro; 27; 14; 3; 1.9286; 0.31707; 0.00033323; 0.00051268
Int neuro; 17; 24; 1; 0.70833; -0.17073; 0.00036853; 0.0003533
Int neuro; 78; 78; 5; 1; 0; 0.047812; 0.04803
Int neuro; 95; 75; 4; 1.2667; 0.11765; 0.046294; 0.046476
Int neuro; 45; 45; 0; 1; 0; 5.6431e-05; 6.0716e-05
Int neuro; 27; 37; 7; 0.72973; -0.15625; 1.0187e-06; 1.0579e-06
Int neuro; 11; 22; 4; 0.5; -0.33333; 0.0001229; 0.00015422
Int neuro; 21; 21; 0; 1; 0; 1.311e-07; 1.2556e-07
Int neuro; 17; 14; 1; 1.2143; 0.096774; 2.9219e-06; 3.9391e-06
Int neuro; 11; 27; 1; 0.40741; -0.42105; 0.001352; 0.0007068
Int neuro; 49; 29; 5; 1.6897; 0.25641; 6.5225e-07; 6.6471e-07
Int neuro; 12; 14; 3; 0.85714; -0.076923; 0.00027593; 0.00013987
Int neuro; 15; 13; 0; 1.1538; 0.071429; 0.0041906; 0.0043371
Int neuro; 29; 23; 1; 1.2609; 0.11538; 0.044324; 0.04447
Int neuro; 63; 46; 8; 1.3696; 0.15596; 0.052296; 0.055905
Int neuro; 32; 25; 1; 1.28; 0.12281; 1.4197e-05; 1.4091e-05
Int neuro; 15; 11; 1; 1.3636; 0.15385; 0.01028; 0.0098401
Int neuro; 15; 25; 7; 0.6; -0.25; 1.1456e-06; 9.9309e-07
Int neuro; 10; 12; 0; 0.83333; -0.090909; 0.0076582; 0.0094491
Int neuro; 9; 10; 4; 0.9; -0.052632; 3.7313e-05; 3.0231e-05
Int neuro; 32; 35; 2; 0.91429; -0.044776; 6.4913e-05; 6.8902e-05
Int neuro; 21; 17; 0; 1.2353; 0.10526; 0.00048249; 0.00052616
Int neuro; 15; 14; 1; 1.0714; 0.034483; 2.4414e-07; 2.3335e-07
Int neuro; 35; 35; 0; 1; 0; 0.0052864; 0.0049753
Int neuro; 11; 18; 7; 0.61111; -0.24138; 1.6719e-06; 1.6134e-06
Int neuro; 36; 20; 2; 1.8; 0.28571; 0.00058608; 0.00063678
Int neuro; 29; 17; 3; 1.7059; 0.26087; 0.0001924; 0.00017684
Int neuro; 25; 23; 1; 1.087; 0.041667; 0.0053345; 0.0050296
Int neuro; 19; 16; 1; 1.1875; 0.085714; 9.4595e-06; 1.5076e-05
Int neuro; 70; 63; 9; 1.1111; 0.052632; 9.5711e-05; 0.00010805
Int neuro; 31; 17; 0; 1.8235; 0.29167; 0.0037603; 0.0038946
Int neuro; 4; 9; 0; 0.44444; -0.38462; 0.00049476; 0.00037243
Int neuro; 3; 7; 2; 0.42857; -0.4; 0.00093205; 0.0010747
Int neuro; 30; 42; 4; 0.71429; -0.16667; 0.00033522; 0.0002923
Int neuro; 7; 11; 2; 0.63636; -0.22222; 0.012447; 0.0084981
Int neuro; 33; 29; 1; 1.1379; 0.064516; 1.7262e-05; 1.6562e-05
Int neuro; 20; 16; 0; 1.25; 0.11111; 1.5041e-07; 1.4131e-07
Int neuro; 16; 19; 3; 0.84211; -0.085714; 7.4826e-07; 5.2997e-07
Int neuro; 34; 19; 2; 1.7895; 0.28302; 1.9561e-06; 2.1851e-06
Int neuro; 42; 36; 1; 1.1667; 0.076923; 0.041999; 0.042147
Int neuro; 36; 38; 5; 0.94737; -0.027027; 0.0503; 0.050184
Int neuro; 56; 51; 1; 1.098; 0.046729; 0.041999; 0.042147
Int neuro; 18; 8; 0; 2.25; 0.38462; 0.0010151; 0.0017219
Int neuro; 29; 27; 1; 1.0741; 0.035714; 2.6552e-07; 2.8852e-07
Int neuro; 18; 24; 3; 0.75; -0.14286; 0.011644; 0.012739
Int neuro; 10; 13; 0; 0.76923; -0.13043; 0.0031447; 0.0028455
Int neuro; 11; 11; 0; 1; 0; 1.5205e-07; 2.3105e-07
Int neuro; 6; 6; 1; 1; 0; 9.8203e-05; 0.00010921
Int neuro; 47; 39; 1; 1.2051; 0.093023; 0.010347; 0.0107
Int neuro; 35; 43; 2; 0.81395; -0.10256; 2.784e-05; 2.7089e-05
Int neuro; 26; 48; 4; 0.54167; -0.2973; 0.019316; 0.02129
Int neuro; 40; 40; 0; 1; 0; 0.00052413; 0.00042085
Int neuro; 40; 29; 1; 1.3793; 0.15942; 6.6595e-05; 7.2196e-05
Int neuro; 52; 52; 6; 1; 0; 1.367e-06; 1.3079e-06
Int neuro; 8; 11; 0; 0.72727; -0.15789; 0.00065911; 0.00052652
Int neuro; 10; 17; 0; 0.58824; -0.25926; 0.00023435; 0.00022832
Int neuro; 12; 27; 5; 0.44444; -0.38462; 0.031639; 0.031554
Int neuro; 15; 16; 0; 0.9375; -0.032258; 8.5003e-05; 9.2425e-05
Int neuro; 7; 13; 3; 0.53846; -0.3; 4.8761e-06; 1.9966e-06
Int neuro; 9; 18; 0; 0.5; -0.33333; 0.00013353; 0.00018814
Int neuro; 17; 18; 1; 0.94444; -0.028571; 0.00053677; 0.00053296
Int neuro; 16; 34; 4; 0.47059; -0.36; 0.0021945; 0.0020405
Int neuro; 54; 50; 7; 1.08; 0.038462; 3.2757e-05; 3.2869e-05
Int neuro; 38; 30; 1; 1.2667; 0.11765; 8.5571e-06; 8.1594e-06
Int neuro; 17; 24; 4; 0.70833; -0.17073; 2.0695e-07; 1.8125e-07
Int neuro; 47; 55; 2; 0.85455; -0.078431; 2.7004e-05; 2.4992e-05
Int neuro; 12; 12; 4; 1; 0; 5.5206e-08; 5.5978e-08
Int neuro; 27; 20; 3; 1.35; 0.14894; 0.012797; 0.015984
Int neuro; 13; 16; 1; 0.8125; -0.10345; 2.5147e-05; 2.4899e-05
Int neuro; 21; 30; 6; 0.7; -0.17647; 0.022019; 0.010741
Int neuro; 22; 19; 0; 1.1579; 0.073171; 0.019848; 0.019902
Int neuro; 52; 52; 1; 1; 0; 0.0004157; 0.00067202
Int neuro; 10; 6; 0; 1.6667; 0.25; 0.00026212; 0.0008803
Int neuro; 31; 17; 0; 1.8235; 0.29167; 0.0051798; 0.006827
Int neuro; 36; 35; 7; 1.0286; 0.014085; 0.029136; 0.029816
Int neuro; 36; 20; 3; 1.8; 0.28571; 3.5384e-07; 5.1688e-07
Int neuro; 59; 41; 3; 1.439; 0.18; 5.7428e-05; 4.9834e-05
Int neuro; 22; 29; 5; 0.75862; -0.13725; 0.018191; 0.017733
Int neuro; 16; 12; 0; 1.3333; 0.14286; 1.4434e-06; 2.3129e-06
Int neuro; 15; 11; 0; 1.3636; 0.15385; 0.001469; 0.0014436
Int neuro; 33; 52; 2; 0.63462; -0.22353; 8.3789e-07; 7.6333e-07
Int neuro; 48; 53; 0; 0.90566; -0.049505; 4.4542e-05; 4.7579e-05
Int neuro; 27; 22; 2; 1.2273; 0.10204; 1.2262e-05; 1.3589e-05
Int neuro; 6; 15; 2; 0.4; -0.42857; 0.0080884; 0.0060259
Int neuro; 17; 22; 0; 0.77273; -0.12821; 0.00015214; 0.00011792
Int neuro; 34; 43; 1; 0.7907; -0.11688; 0.00070147; 0.00072246
Int neuro; 11; 15; 1; 0.73333; -0.15385; 0.0030118; 0.00078296
Int neuro; 13; 9; 4; 1.4444; 0.18182; 6.0563e-08; 8.269e-08
Int neuro; 20; 14; 4; 1.4286; 0.17647; 0.011898; 0.017642
Int neuro; 48; 43; 2; 1.1163; 0.054945; 4.393e-06; 5.2528e-06
Int neuro; 41; 47; 5; 0.87234; -0.068182; 0.016412; 0.017317
Int neuro; 18; 29; 0; 0.62069; -0.23404; 5.8992e-05; 5.3728e-05
Int neuro; 2; 10; 0; 0.2; -0.66667; 1.2762e-07; 5.2903e-08
Int neuro; 39; 36; 1; 1.0833; 0.04; 1.6077e-06; 1.3757e-06
Int neuro; 47; 29; 1; 1.6207; 0.23684; 0.00016533; 0.00016282
Int neuro; 49; 43; 1; 1.1395; 0.065217; 0.00033167; 0.00031815
Int neuro; 12; 23; 3; 0.52174; -0.31429; 0.0027017; 0.0015429
Int neuro; 34; 35; 1; 0.97143; -0.014493; 0.00086192; 0.00098001
Int neuro; 32; 44; 0; 0.72727; -0.15789; 3.4213e-05; 3.7607e-05
Int neuro; 30; 36; 2; 0.83333; -0.090909; 0.0056063; 0.0072711
Int neuro; 10; 15; 1; 0.66667; -0.2; 1.1602e-05; 1.2444e-05
Int neuro; 59; 39; 12; 1.5128; 0.20408; 0.01645; 0.0168
Int neuro; 20; 21; 2; 0.95238; -0.02439; 2.2295e-06; 2.4783e-06
Int neuro; 36; 30; 6; 1.2; 0.090909; 1.8801e-07; 1.6118e-07
Int neuro; 10; 19; 3; 0.52632; -0.31034; 0.002023; 0.0023901
Int neuro; 10; 4; 0; 2.5; 0.42857; 4.3162e-07; 4.4623e-07
Int neuro; 25; 12; 5; 2.0833; 0.35135; 0.0085877; 0.011418
Int neuro; 14; 13; 2; 1.0769; 0.037037; 0.0098318; 0.0089101
Int neuro; 5; 7; 3; 0.71429; -0.16667; 3.9567e-08; 4.3573e-08
Int neuro; 12; 12; 1; 1; 0; 2.3117e-07; 1.8711e-07
Int neuro; 6; 10; 0; 0.6; -0.25; 1.4317e-05; 1.5251e-05
Int neuro; 74; 51; 4; 1.451; 0.184; 0.00049741; 0.00042007
Int neuro; 37; 40; 1; 0.925; -0.038961; 7.3876e-05; 8.3465e-05
Int neuro; 15; 30; 2; 0.5; -0.33333; 8.2402e-06; 3.2938e-06
Int neuro; 45; 31; 10; 1.4516; 0.18421; 0.021761; 0.022614
Int neuro; 24; 26; 0; 0.92308; -0.04; 8.9005e-06; 9.1783e-06
Int neuro; 12; 20; 2; 0.6; -0.25; 4.4833e-05; 4.6091e-05
Int neuro; 26; 41; 3; 0.63415; -0.22388; 0.011268; 0.011088
Int neuro; 14; 22; 5; 0.63636; -0.22222; 0.011868; 0.0097296
Int neuro; 38; 29; 0; 1.3103; 0.13433; 0.0035818; 0.0039366
Int neuro; 5; 15; 0; 0.33333; -0.5; 2.6414e-07; 1.4753e-07
Int neuro; 11; 38; 0; 0.28947; -0.55102; 0.012215; 0.0079763
Int neuro; 15; 23; 3; 0.65217; -0.21053; 0.01175; 0.0094441
Int neuro; 62; 48; 9; 1.2917; 0.12727; 0.015205; 0.015011
Int neuro; 16; 15; 1; 1.0667; 0.032258; 1.014e-05; 9.9024e-06
Int neuro; 8; 9; 3; 0.88889; -0.058824; 0.0079554; 0.0082027
Int neuro; 3; 9; 2; 0.33333; -0.5; 4.4743e-07; 1.0968e-07
Int neuro; 19; 13; 4; 1.4615; 0.1875; 0.0026739; 0.0026369
Int neuro; 25; 23; 2; 1.087; 0.041667; 1.021e-05; 9.494e-06
Int neuro; 21; 18; 0; 1.1667; 0.076923; 2.0196e-05; 2.1189e-05
Int neuro; 45; 46; 2; 0.97826; -0.010989; 9.1514e-05; 0.00010014
Int neuro; 10; 23; 2; 0.43478; -0.39394; 7.6735e-08; 4.2426e-08
Int neuro; 14; 16; 0; 0.875; -0.066667; 0.00010977; 0.00011312
Int neuro; 17; 22; 1; 0.77273; -0.12821; 8.9164e-08; 7.0971e-08
Int neuro; 16; 7; 1; 2.2857; 0.3913; 7.5128e-05; 7.5899e-05
Int neuro; 38; 16; 6; 2.375; 0.40741; 1.069e-07; 2.6625e-07
Int neuro; 38; 39; 3; 0.97436; -0.012987; 0.00013951; 0.00015534
Int neuro; 4; 9; 2; 0.44444; -0.38462; 1.7364e-05; 1.4863e-05
Int neuro; 14; 19; 1; 0.73684; -0.15152; 1.9452e-05; 1.7153e-05
Int neuro; 42; 38; 4; 1.1053; 0.05; 0.0026521; 0.0031111
Int neuro; 48; 44; 4; 1.0909; 0.043478; 0.0053536; 0.0062102
Int neuro; 11; 16; 0; 0.6875; -0.18519; 0.00039262; 0.00035627
Int neuro; 36; 39; 0; 0.92308; -0.04; 6.0836e-06; 6.669e-06
Int neuro; 25; 22; 0; 1.1364; 0.06383; 1.5667e-07; 1.7945e-07
Int neuro; 78; 43; 7; 1.814; 0.28926; 0.012406; 0.012746
Int neuro; 53; 42; 2; 1.2619; 0.11579; 2.9845e-06; 3.6847e-06
Int neuro; 27; 46; 0; 0.58696; -0.26027; 0.00027238; 0.00027202
Int neuro; 53; 43; 2; 1.2326; 0.10417; 0.0006845; 0.0007084
Int neuro; 52; 46; 0; 1.1304; 0.061224; 0.0020765; 0.0019251
Int neuro; 10; 13; 0; 0.76923; -0.13043; 3.7564e-05; 3.2227e-05
Int neuro; 18; 19; 0; 0.94737; -0.027027; 9.4682e-06; 8.3355e-06
Int neuro; 13; 19; 1; 0.68421; -0.1875; 3.9802e-07; 4.1037e-07
Int neuro; 24; 18; 2; 1.3333; 0.14286; 0.0039041; 0.0038373
Int neuro; 23; 33; 1; 0.69697; -0.17857; 0.010185; 0.010215
Int neuro; 16; 17; 2; 0.94118; -0.030303; 2.0382e-07; 2.3857e-07
Int neuro; 33; 43; 3; 0.76744; -0.13158; 0.0034518; 0.0036473
Int neuro; 24; 20; 6; 1.2; 0.090909; 0.0069018; 0.0079287
Int neuro; 8; 6; 5; 1.3333; 0.14286; 0.00013172; 0.00013253
Int neuro; 15; 7; 2; 2.1429; 0.36364; 8.2428e-06; 1.373e-05
Int neuro; 19; 19; 0; 1; 0; 0.0001021; 0.00010203
Int neuro; 36; 26; 1; 1.3846; 0.16129; 3.2967e-05; 3.9374e-05
Int neuro; 64; 46; 1; 1.3913; 0.16364; 0.00032312; 0.00032327
Int neuro; 43; 42; 5; 1.0238; 0.011765; 0.0021403; 0.0022755
Int neuro; 12; 9; 1; 1.3333; 0.14286; 4.6512e-05; 4.4074e-05
Int neuro; 16; 16; 3; 1; 0; 8.9725e-06; 8.5185e-06
Int neuro; 37; 39; 3; 0.94872; -0.026316; 2.3015e-07; 1.9692e-07
Int neuro; 21; 31; 2; 0.67742; -0.19231; 0.0017785; 0.001808
Int neuro; 23; 25; 5; 0.92; -0.041667; 0.00080346; 0.00079413
Int neuro; 38; 22; 3; 1.7273; 0.26667; 3.0435e-07; 2.5129e-07
Int neuro; 34; 30; 0; 1.1333; 0.0625; 1.488e-06; 1.594e-06
Int neuro; 64; 70; 7; 0.91429; -0.044776; 0.0068424; 0.0068136
Int neuro; 61; 81; 2; 0.75309; -0.14085; 0.0072114; 0.0061388
Int neuro; 10; 7; 1; 1.4286; 0.17647; 4.1878e-08; 4.0911e-08
Int neuro; 79; 93; 3; 0.84946; -0.081395; 0.0073449; 0.0073144
Int neuro; 26; 19; 1; 1.3684; 0.15556; 4.3175e-05; 4.3377e-05
Int neuro; 26; 28; 1; 0.92857; -0.037037; 3.0042e-07; 2.5442e-07
Int neuro; 37; 31; 0; 1.1935; 0.088235; 0.00083831; 0.00082959
Int neuro; 18; 28; 1; 0.64286; -0.21739; 1.7753e-07; 1.5651e-07
Int neuro; 21; 24; 2; 0.875; -0.066667; 5.3954e-05; 5.3376e-05
Int neuro; 24; 27; 3; 0.88889; -0.058824; 0.0024129; 0.0024899
Int neuro; 5; 6; 1; 0.83333; -0.090909; 6.3946e-08; 6.4544e-08
Int neuro; 18; 23; 0; 0.78261; -0.12195; 6.6051e-06; 5.3598e-06
Int neuro; 35; 59; 0; 0.59322; -0.25532; 9.7258e-05; 9.6668e-05
Int neuro; 16; 14; 2; 1.1429; 0.066667; 0.00079639; 0.00072512
Int neuro; 29; 29; 1; 1; 0; 2.3477e-07; 2.2515e-07
Int neuro; 19; 19; 1; 1; 0; 3.9233e-07; 4.1104e-07
Int neuro; 21; 24; 4; 0.875; -0.066667; 2.5693e-05; 2.7092e-05
Int neuro; 33; 33; 1; 1; 0; 5.763e-07; 5.3365e-07
Int neuro; 35; 42; 2; 0.83333; -0.090909; 0.0029074; 0.0026
Int neuro; 14; 13; 2; 1.0769; 0.037037; 4.9576e-05; 4.8984e-05
Int neuro; 18; 20; 3; 0.9; -0.052632; 0.0012572; 0.0012366
Int neuro; 49; 60; 2; 0.81667; -0.10092; 0.0032318; 0.0032985
Int neuro; 20; 18; 1; 1.1111; 0.052632; 0.0020515; 0.0022069
Int neuro; 52; 53; 1; 0.98113; -0.0095238; 2.311e-06; 2.048e-06
Int neuro; 15; 23; 3; 0.65217; -0.21053; 0.0024828; 0.002116
Int neuro; 15; 6; 2; 2.5; 0.42857; 0.00018647; 0.00029172
Int neuro; 26; 25; 1; 1.04; 0.019608; 5.5392e-07; 5.6098e-07
Int neuro; 40; 53; 1; 0.75472; -0.13978; 0.00041892; 0.00042231
Int neuro; 19; 16; 0; 1.1875; 0.085714; 0.00085627; 0.00091941
Int neuro; 36; 17; 1; 2.1176; 0.35849; 0.0023244; 0.0023778
Int neuro; 11; 3; 1; 3.6667; 0.57143; 3.8739e-08; 3.6767e-08
Int neuro; 18; 18; 0; 1; 0; 3.2487e-06; 6.3098e-06
Int neuro; 29; 16; 2; 1.8125; 0.28889; 0.00013155; 0.00014189
Int neuro; 5; 15; 1; 0.33333; -0.5; 2.9863e-05; 7.6619e-06
Int neuro; 46; 46; 2; 1; 0; 3.2234e-07; 3.0845e-07
Int neuro; 37; 42; 2; 0.88095; -0.063291; 6.7807e-05; 6.6087e-05
Int neuro; 42; 17; 5; 2.4706; 0.42373; 0.0027412; 0.0031146
Int neuro; 12; 7; 1; 1.7143; 0.26316; 9.9114e-06; 9.2081e-06
Int neuro; 54; 63; 1; 0.85714; -0.076923; 0.00060269; 0.00061968
Int neuro; 24; 16; 3; 1.5; 0.2; 0.0021806; 0.0025603
Int neuro; 11; 13; 1; 0.84615; -0.083333; 0.0001597; 0.00017512
Int neuro; 24; 15; 1; 1.6; 0.23077; 4.0433e-07; 4.2822e-07
Int neuro; 8; 18; 1; 0.44444; -0.38462; 1.2228e-06; 7.1508e-07
Int neuro; 21; 30; 1; 0.7; -0.17647; 0.00041836; 0.00043534
Int neuro; 8; 15; 0; 0.53333; -0.30435; 5.5087e-08; 4.3352e-08
Int neuro; 36; 27; 1; 1.3333; 0.14286; 0.00010122; 9.4136e-05
Int neuro; 21; 20; 2; 1.05; 0.02439; 0.0013107; 0.0013164
Int neuro; 47; 13; 2; 3.6154; 0.56667; 2.5325e-05; 4.8946e-05
Int neuro; 37; 44; 4; 0.84091; -0.08642; 0.00081126; 0.00081494
Int neuro; 32; 32; 3; 1; 0; 0.0017978; 0.0016871
Int neuro; 40; 31; 1; 1.2903; 0.12676; 0.0012985; 0.0013423
Int neuro; 19; 18; 0; 1.0556; 0.027027; 3.2585e-05; 3.1779e-05
Int neuro; 10; 13; 0; 0.76923; -0.13043; 8.3286e-06; 9.1382e-06
Int neuro; 19; 22; 0; 0.86364; -0.073171; 6.8699e-05; 4.5998e-05
Int neuro; 8; 6; 0; 1.3333; 0.14286; 0.00025736; 0.00028387
Int neuro; 18; 10; 2; 1.8; 0.28571; 1.7794e-06; 2.1707e-06
Int neuro; 50; 35; 0; 1.4286; 0.17647; 7.9105e-05; 8.1519e-05
Int neuro; 57; 52; 1; 1.0962; 0.045872; 0.00022545; 0.00021896
Int neuro; 16; 26; 0; 0.61538; -0.2381; 0.0004662; 0.0003403
Int neuro; 79; 59; 4; 1.339; 0.14493; 0.0005641; 0.00056504
Int neuro; 19; 17; 4; 1.1176; 0.055556; 0.0010917; 0.0010214
Int neuro; 19; 15; 1; 1.2667; 0.11765; 1.0739e-07; 1.4522e-07
Int neuro; 15; 30; 0; 0.5; -0.33333; 8.44e-07; 9.3493e-07
Int neuro; 21; 52; 0; 0.40385; -0.42466; 9.7873e-06; 6.8225e-06
Int neuro; 28; 34; 4; 0.82353; -0.096774; 0.0009057; 0.00086089
Int neuro; 23; 25; 0; 0.92; -0.041667; 1.8686e-07; 1.5798e-07
Int neuro; 33; 28; 3; 1.1786; 0.081967; 2.8849e-06; 3.5374e-06
Int neuro; 17; 17; 0; 1; 0; 6.3214e-07; 5.0234e-07
Int neuro; 12; 12; 2; 1; 0; 3.8787e-07; 3.0618e-07
Int neuro; 11; 20; 1; 0.55; -0.29032; 0.0004025; 0.00015873
Int neuro; 12; 16; 1; 0.75; -0.14286; 0.00014928; 0.00017173
Int neuro; 49; 52; 3; 0.94231; -0.029703; 0.00056257; 0.00058579
Int neuro; 17; 9; 1; 1.8889; 0.30769; 1.0468e-05; 1.5351e-05
Int neuro; 83; 93; 1; 0.89247; -0.056818; 0.00011511; 0.00011989
Int neuro; 32; 44; 2; 0.72727; -0.15789; 5.0856e-05; 4.9415e-05
Int neuro; 82; 81; 3; 1.0123; 0.006135; 1.2618e-05; 8.9907e-06
Int neuro; 6; 8; 0; 0.75; -0.14286; 2.2478e-07; 1.4809e-07
Int neuro; 25; 16; 2; 1.5625; 0.21951; 2.2248e-06; 3.2197e-06
Int neuro; 11; 14; 0; 0.78571; -0.12; 0.0004056; 0.00044626
Int neuro; 9; 9; 0; 1; 0; 1.176e-07; 1.9997e-07
Int neuro; 24; 27; 0; 0.88889; -0.058824; 2.5453e-05; 1.5366e-05
Int neuro; 20; 16; 1; 1.25; 0.11111; 0.00014219; 0.00016453
Int neuro; 65; 69; 2; 0.94203; -0.029851; 5.5948e-05; 5.5894e-05
Int neuro; 19; 17; 1; 1.1176; 0.055556; 7.551e-07; 7.3637e-07
Int neuro; 51; 46; 4; 1.1087; 0.051546; 0.00031551; 0.00033356
Int neuro; 8; 8; 0; 1; 0; 1.2238e-06; 1.6901e-06
Int neuro; 35; 39; 1; 0.89744; -0.054054; 4.4915e-07; 4.1411e-07
Int neuro; 52; 62; 2; 0.83871; -0.087719; 5.5672e-05; 5.3154e-05
Int neuro; 9; 23; 0; 0.3913; -0.4375; 0.00047141; 0.00031189
Int neuro; 41; 39; 2; 1.0513; 0.025; 9.7927e-05; 0.00012637
Int neuro; 39; 44; 3; 0.88636; -0.060241; 8.1521e-05; 7.5709e-05
Int neuro; 15; 22; 1; 0.68182; -0.18919; 0.00016115; 0.00013249
Int neuro; 5; 2; 0; 2.5; 0.42857; 7.5226e-05; 0.00010961
Int neuro; 11; 8; 0; 1.375; 0.15789; 0.00031227; 0.00035299
