Group;  cell;  Dli; abs; perc
Int astro; 1; 6; 0.35559; 27.8671
Int astro; 1; 2; 0.33741; 26.4837
Int astro; 1; 20; 0.32225; 25.4396
Int astro; 1; 17; 0.17183; 13.8387
Int astro; 1; 40; 0.24064; 19.7371
Int astro; 1; 2; 0.057699; 4.8481
Int astro; 1; 4; 0.09005; 7.6441
Int astro; 1; 64; 0.20212; 18.6238
Int astro; 1; 38; 0.10879; 11.2047
Int astro; 1; 33; 0.18163; 19.7208
Int astro; 1; 17; 0.044578; 5.1681
Int astro; 1; 4; -0.015945; -1.9124
Int astro; 1; 17; 0.071721; 8.8222
Int astro; 1; 53; 0.1554; 20.5494
Int astro; 1; 10; 0.051417; 7.6746
Int astro; 1; 53; 0.10241; 16.2188
Int astro; 1; 4; -0.015697; -2.814
Int astro; 1; 27; 0.072989; 14.0307
Int astro; 1; 3; -0.030361; -5.9892
Int astro; 1; 5; 0.034421; 7.2141
Int astro; 1; 2; 0.058833; 12.5632
Int astro; 1; 16; 0.08127; 18.7969
Int astro; 1; 25; 0.082147; 20.256
Int astro; 1; 4; 0.013499; 3.5534
Int astro; 1; 16; 0.082189; 22.5776
Int astro; 1; 13; 0.062037; 18.1799
Int astro; 1; 4; -0.031375; -9.7341
Int astro; 1; 20; 0.026977; 8.952
Int astro; 1; 3; 0.12804; 47.8202
Int astro; 1; 5; 0.15524; 59.8864
Int astro; 1; 2; 0.16673; 68.7195
Int astro; 1; 15; 0.18011; 81.2186
Int astro; 1; 16; 0.11218; 58.5404
Int astro; 1; 4; -0.057151; -34.8977
Int astro; 1; 31; 0.08067; 55.268
Int astro; 1; 28; 0.055597; 52.2804
Int astro; 1; 16; 0.047583; 68.3213
Int astro; 1; 80; 0.10156; 199.1724
Int astro; 1; 12; 0.099383; -326.0451
Int astro; 5; 19; 0.42687; 7.058
Int astro; 5; 20; 0.45572; 8.2357
Int astro; 5; 33; 0.33542; 6.4939
Int astro; 5; 26; 0.25807; 5.1212
Int astro; 5; 27; 0.32172; 6.91
Int astro; 5; 21; 0.15515; 3.6369
Int astro; 7; 29; 0.42495; 9.2374
Int astro; 7; 43; 0.19954; 4.9466
Int astro; 7; 23; 0.32917; 8.4502
Int astro; 7; 58; 0.27421; 7.5985
Int astro; 8; 30; 0.57856; 12.2494
Int astro; 8; 27; 0.57806; 12.2648
Int astro; 8; 33; 0.6603; 14.0826
Int astro; 8; 23; 0.56744; 12.255
Int astro; 8; 29; 0.62168; 13.4736
Int astro; 8; 24; 0.36641; 8.0111
Int astro; 8; 21; 0.43268; 9.6818
Int astro; 8; 26; 0.48723; 11.0224
Int astro; 8; 20; 0.39131; 8.9187
Int astro; 8; 19; 0.4432; 10.1701
Int astro; 8; 20; 0.37749; 8.7295
Int astro; 8; 21; 0.30077; 7.0246
Int astro; 8; 33; 0.26314; 6.2482
Int astro; 8; 29; 0.19835; 4.7699
Int astro; 8; 19; 0.28894; 7.1363
Int astro; 8; 33; 0.26979; 7.0045
Int astro; 8; 42; 0.33881; 8.9785
Int astro; 8; 61; 0.30323; 8.5868
Int astro; 8; 27; 0.17268; 4.9573
Int astro; 8; 36; 0.33423; 9.6887
Int astro; 8; 23; 0.27369; 8.0298
Int astro; 8; 30; 0.26025; 7.824
Int astro; 8; 26; 0.16614; 5.0297
Int astro; 8; 32; 0.18678; 5.6953
Int astro; 9; 37; 0.23441; 5.5301
Int astro; 9; 44; 0.26007; 6.7732
Int astro; 9; 33; 0.25923; 7.0377
Int astro; 9; 71; 0.35716; 11.2394
Int astro; 9; 22; 0.29028; 9.9648
Int astro; 9; 30; 0.23445; 8.203
Int astro; 9; 27; 0.25882; 9.3239
Int astro; 10; 22; 0.35387; 18.3759
Int astro; 10; 39; 0.26492; 14.0318
Int astro; 10; 16; 0.13325; 7.1756
Int astro; 10; 29; 0.12684; 6.9683
Int astro; 10; 20; 0.14604; 8.1301
Int astro; 10; 24; 0.090822; 5.2108
Int astro; 10; 25; 0.22373; 13.2246
Int astro; 10; 30; 0.24478; 15.0171
Int astro; 10; 19; 0.19918; 12.7198
Int astro; 10; 33; 0.19005; 12.5324
Int astro; 10; 19; 0.14561; 10.2836
Int astro; 10; 16; 0.083964; 6.1861
Int astro; 10; 43; 0.17516; 13.6048
Int astro; 10; 26; 0.23146; 18.526
Int astro; 10; 21; 0.23834; 19.6384
Int astro; 10; 24; 0.10493; 8.8259
Int astro; 10; 25; 0.19359; 17.0055
Int astro; 10; 26; 0.22731; 20.6573
Int astro; 10; 25; 0.20484; 19.1203
Int astro; 10; 20; 0.10645; 10.2678
Int astro; 10; 23; 0.11828; 11.8748
Int astro; 10; 28; 0.11773; 12.3481
Int astro; 10; 23; 0.12914; 14.3446
Int astro; 10; 38; 0.17571; 20.6123
Int astro; 10; 38; 0.14517; 18.2416
Int astro; 10; 35; 0.14905; 20.553
Int astro; 10; 34; 0.19029; 26.9289
Int astro; 10; 35; 0.20145; 30.7243
Int astro; 10; 26; 0.13503; 21.5381
Int astro; 10; 13; 0.026402; 4.3701
Int astro; 10; 28; 0.12615; 21.1751
Int astro; 10; 18; 0.081989; 14.0671
Int astro; 10; 28; 0.14585; 25.3208
Int astro; 11; 32; 0.3127; 19.0658
Int astro; 11; 30; 0.12452; 7.6535
Int astro; 11; 38; 0.20949; 13.4557
Int astro; 11; 22; 0.2077; 13.8688
Int astro; 11; 29; 0.20471; 13.9287
Int astro; 11; 21; 0.078066; 5.8092
Int astro; 11; 41; 0.17208; 13.7088
Int astro; 11; 44; 0.10112; 8.4463
Int astro; 11; 27; 0.18527; 16.3661
Int astro; 11; 17; 0.14819; 13.3661
Int astro; 11; 19; 0.12729; 12.005
Int astro; 11; 26; 0.1243; 12.1351
Int astro; 11; 28; 0.23516; 24.3074
Int astro; 11; 27; 0.036317; 3.9162
Int astro; 11; 19; 0.068824; 7.8037
Int astro; 11; 18; 0.11364; 13.1635
Int astro; 11; 40; 0.11459; 14.1755
Int astro; 11; 49; 0.25576; 33.8797
Int astro; 11; 22; 0.0181; 2.457
Int astro; 11; 42; 0.13906; 19.6727
Int astro; 11; 25; 0.15765; 23.9528
Int astro; 11; 38; 0.10759; 17.3659
Int astro; 11; 34; 0.14587; 25.0747
Int astro; 11; 20; 0.10329; 18.4017
Int astro; 11; 29; 0.14798; 28.0333
Int astro; 11; 47; 0.18617; 37.5063
Int astro; 11; 23; 0.11789; 25.6638
Int astro; 11; 34; 0.19015; 45.1722
Int astro; 11; 14; 0.074691; 18.493
Int astro; 11; 26; 0.038658; 9.952
Int astro; 11; 12; -0.016669; -4.4775
Int astro; 11; 46; 0.10298; 28.4417
Int astro; 11; 16; 0.032646; 9.4749
Int astro; 12; 59; 0.22662; 8.4415
Int astro; 12; 34; 0.1066; 4.576
Int astro; 12; 19; 0.17949; 8.0546
Int astro; 12; 19; 0.2158; 11.0476
Int astro; 12; 19; -0.0032247; -0.17288
Int astro; 12; 19; 0.039954; 2.163
Int astro; 12; 33; 0.18542; 10.2866
Int astro; 12; 39; 0.10392; 5.8208
Int astro; 12; 29; 0.22225; 12.5845
Int astro; 12; 34; 0.20201; 11.829
Int astro; 12; 21; 0.2022; 11.919
Int astro; 13; 28; 0.28516; 7.9377
Int astro; 13; 57; 0.38967; 13.3251
Int astro; 13; 37; 0.27705; 9.9689
Int astro; 13; 37; 0.24426; 9.0757
Int astro; 13; 57; 0.27162; 10.5069
Int astro; 13; 45; 0.17935; 7.3035
Int astro; 13; 32; 0.30475; 12.7272
Int astro; 13; 34; 0.14688; 6.1854
Int astro; 13; 47; 0.25374; 10.8516
Int astro; 13; 49; 0.42581; 18.6564
Int astro; 13; 23; 0.22259; 9.8964
Int astro; 13; 23; 0.13416; 6.0408
Int astro; 13; 28; 0.1687; 7.6487
Int astro; 14; 19; 0.49784; 765.4092
Int astro; 14; 18; 0.47719; 966.2655
Int astro; 14; 6; 0.019045; 50.8871
Int astro; 14; 15; 0.32462; 1286.2272
Int astro; 14; 2; 0.049252; -135.1164
Int astro; 14; 4; 0.23019; -426.7019
Int astro; 17; 48; 0.1308; 8.5959
Int astro; 17; 39; 0.11418; 8.2287
Int astro; 17; 25; 0.15732; 12.0527
Int astro; 17; 50; 0.18525; 17.2999
Int astro; 17; 23; 0.043658; 4.4369
Int astro; 17; 57; 0.17645; 19.3403
Int astro; 17; 32; 0.08079; 9.5215
Int astro; 17; 44; 0.055749; 7.1666
Int astro; 17; 20; 0.14535; 20.1476
Int astro; 17; 41; 0.10536; 15.7417
Int astro; 17; 35; 0.079464; 13.9564
Int astro; 17; 40; 0.090546; 16.9236
Int astro; 17; 23; 0.063347; 13.6772
Int astro; 17; 20; 0.0077587; 1.8891
Int astro; 17; 21; 0.059175; 16.0669
Int astro; 17; 20; 0.11938; 34.3045
Int astro; 17; 24; 0.1257; 39.8673
Int astro; 17; 14; 0.079131; 26.4026
Int astro; 17; 21; 0.051396; 18.3378
Int astro; 17; 4; -0.018763; -7.3363
Int astro; 17; 17; 0.015841; 6.5668
Int astro; 17; 23; 0.032176; 14.4222
Int astro; 17; 34; 0.062102; 33.0985
Int astro; 17; 40; 0.12157; 98.7357
Int astro; 17; 7; -0.0041381; -3.8953
Int astro; 17; 48; 0.12022; 147.1606
Int astro; 17; 2; -0.023115; -35.9695
Int astro; 17; 2; -0.022132; -35.0133
Int astro; 17; 2; -0.049774; -82.1997
Int astro; 17; 2; -0.027991; -59.0388
Int astro; 17; 2; -0.023674; -50.8506
Int astro; 17; 5; -0.0025493; -5.624
Int astro; 17; 3; 0.0088071; 20.3153
Int astro; 17; 3; -0.00066255; -1.6935
Int astro; 17; 2; -0.0066241; -17.5679
Int astro; 17; 2; 0.0098016; 29.3012
Int astro; 17; 10; 0.031752; 107.1975
Int astro; 19; 54; 0.39963; 11.6457
Int astro; 19; 52; 0.17546; 6.0668
Int astro; 19; 49; 0.15903; 6.1612
Int astro; 19; 37; 0.26204; 10.4338
Int astro; 19; 28; 0.17999; 7.4237
Int astro; 20; 5; 0.2664; 61.7851
Int astro; 20; 4; 0.261; 60.7404
Int astro; 20; 16; 0.30184; 71.6174
Int astro; 20; 18; 0.30358; 73.4497
Int astro; 20; 6; 0.15168; 37.6762
Int astro; 20; 22; 0.13161; 34.4379
Int astro; 20; 57; 0.15353; 45.8345
Int astro; 20; 64; 0.084888; 32.7061
Int astro; 20; 16; 0.13317; 84.2129
Int astro; 20; 28; 0.1; 87.0021
Int astro; 20; 5; -0.013734; -16.6279
Int astro; 20; 13; 0.018516; 26.3178
Int astro; 20; 39; 0.12615; -5524.4038
Int astro; 21; 23; 0.33039; 8.4514
Int astro; 21; 44; 0.3096; 9.6803
Int astro; 21; 63; 0.15989; 5.7139
Int astro; 21; 38; 0.15626; 5.7185
Int astro; 23; 25; 0.34599; 21.6602
Int astro; 23; 36; 0.078316; 5.413
Int astro; 23; 21; 0.10412; 7.6476
Int astro; 23; 31; 0.16499; 14.1658
Int astro; 23; 38; 0.1657; 16.3747
Int astro; 23; 22; 0.037578; 3.899
Int astro; 23; 40; 0.081925; 9.2557
Int astro; 23; 34; 0.14056; 17.7159
Int astro; 23; 32; 0.049012; 6.7409
Int astro; 23; 24; 0.057562; 8.513
Int astro; 23; 35; 0.12739; 20.2497
Int astro; 23; 23; 0.10655; 17.6174
Int astro; 23; 17; 0.075649; 13.2807
Int astro; 23; 18; 0.048405; 8.9463
Int astro; 23; 28; 0.098144; 19.3174
Int astro; 23; 43; 0.061309; 14.113
Int astro; 23; 30; 0.0030394; 0.79531
Int astro; 23; 12; -0.000579; -0.16319
Int astro; 23; 21; 0.074537; 22.7229
Int astro; 23; 17; 0.058371; 18.8568
Int astro; 23; 28; 0.11521; 40.2688
Int astro; 23; 25; 0.14234; 55.8906
Int astro; 23; 22; 0.1131; 48.1502
Int astro; 23; 16; 0.00073069; 0.33823
Int astro; 23; 12; 0.0033144; 1.7013
Int astro; 23; 31; 0.052787; 28.9822
Int astro; 23; 40; 0.095542; 68.3083
Int astro; 23; 47; 0.084549; 72.6279
Int astro; 23; 6; -0.0090365; -8.6283
Int astro; 23; 24; 0.064459; 64.1506
Int astro; 23; 5; -0.013524; -14.1532
Int astro; 23; 14; 0.010022; 10.5826
Int astro; 23; 5; -0.0077457; -8.3344
Int astro; 23; 27; 0.022136; 24.8148
Int astro; 23; 2; -0.032085; -38.058
Int astro; 24; 40; 0.61055; 8.7835
Int astro; 24; 41; 0.57849; 8.7559
Int astro; 24; 43; 0.55347; 8.5277
Int astro; 24; 38; 0.5677; 8.9406
Int astro; 24; 34; 0.59653; 9.56
Int astro; 24; 34; 0.42424; 7.0446
Int astro; 24; 26; 0.41768; 7.0365
Int astro; 24; 30; 0.52734; 9.0095
Int astro; 24; 42; 0.50096; 8.6623
Int astro; 24; 36; 0.52593; 9.2066
Int astro; 24; 31; 0.48313; 8.5581
Int astro; 24; 29; 0.41362; 7.5699
Int astro; 24; 35; 0.37314; 6.9389
Int astro; 24; 46; 0.46673; 8.8184
Int astro; 24; 37; 0.35963; 7.0874
Int astro; 24; 40; 0.37932; 7.5779
Int astro; 26; 7; 0.29208; 30.2357
Int astro; 26; 2; 0.19048; 19.8035
Int astro; 26; 2; 0.1785; 18.5737
Int astro; 26; 2; 0.15827; 16.4822
Int astro; 26; 4; 0.16348; 17.0401
Int astro; 26; 4; 0.12991; 13.5777
Int astro; 26; 3; 0.13472; 14.1063
Int astro; 26; 4; 0.068936; 7.2804
Int astro; 26; 6; 0.070442; 7.4599
Int astro; 26; 56; 0.24639; 27.2699
Int astro; 26; 2; 0.047999; 5.3885
Int astro; 26; 25; 0.17379; 19.8095
Int astro; 26; 21; 0.23324; 27.7671
Int astro; 26; 2; -0.0069697; -0.84932
Int astro; 26; 13; 0.079376; 9.8257
Int astro; 26; 6; -0.03041; -3.8614
Int astro; 26; 6; 0.014856; 1.9073
Int astro; 26; 4; 0.062763; 8.2537
Int astro; 26; 2; -0.05215; -6.9713
Int astro; 26; 45; 0.076495; 10.4341
Int astro; 26; 16; 0.12848; 19.185
Int astro; 26; 16; 0.19976; 30.9265
Int astro; 26; 4; -0.023524; -3.775
Int astro; 26; 88; 0.26814; 50.7118
Int astro; 26; 2; 0.013875; 3.0818
Int astro; 26; 2; 0.023662; 5.2949
Int astro; 26; 2; 0.12557; 28.959
Int astro; 26; 3; 0.15684; 38.0433
Int astro; 26; 7; 0.076822; 20.0429
Int astro; 26; 2; 0.05746; 15.2983
Int astro; 26; 2; -0.011199; -3.0757
Int astro; 26; 2; -0.011314; -3.1412
Int astro; 26; 2; -0.049921; -14.2178
Int astro; 26; 2; -0.12105; -35.9669
Int astro; 26; 2; -0.15245; -46.6508
Int astro; 26; 76; 0.21409; 93.8474
Int astro; 26; 4; -0.081459; -41.8697
Int astro; 26; 188; 0.23653; 158.5125
Int astro; 26; 4; 0.02206; -653.8945
Int astro; 26; 5; 0.071013; -723.1249
Int astro; 28; 34; 0.54606; 24.4752
Int astro; 28; 40; 0.28466; 12.7721
Int astro; 28; 27; 0.31124; 13.9885
Int astro; 28; 25; 0.3914; 17.6622
Int astro; 28; 18; 0.38906; 17.5804
Int astro; 28; 18; 0.22943; 10.4364
Int astro; 28; 21; 0.39888; 18.2912
Int astro; 28; 40; 0.32554; 15.077
Int astro; 28; 20; 0.25385; 12.0615
Int astro; 28; 20; 0.30922; 14.9037
Int astro; 28; 17; 0.39864; 19.5453
Int astro; 28; 22; 0.36673; 18.5789
Int astro; 28; 19; 0.28629; 14.8091
Int astro; 28; 21; 0.38169; 20.3288
Int astro; 28; 15; 0.25801; 14.0562
Int astro; 28; 18; 0.23088; 12.8188
Int astro; 28; 31; 0.28487; 16.4822
Int astro; 28; 32; 0.40944; 24.5583
Int astro; 28; 21; 0.18714; 11.5543
Int astro; 28; 39; 0.35689; 22.9364
Int astro; 28; 28; 0.33576; 21.928
Int astro; 28; 20; 0.26941; 17.8157
Int astro; 28; 17; 0.13745; 9.1378
Int astro; 28; 24; 0.18885; 12.7737
Int astro; 28; 15; 0.18467; 12.5513
Int astro; 28; 34; 0.37601; 25.91
Int astro; 28; 25; 0.34047; 24.3317
Int astro; 28; 40; 0.34696; 25.8394
Int astro; 28; 34; 0.20575; 15.6847
Int astro; 28; 19; 0.1973; 15.5649
Int astro; 28; 21; 0.27583; 22.1634
Int astro; 28; 20; 0.23322; 19.1275
Int astro; 28; 20; 0.26845; 22.3467
Int astro; 28; 16; 0.21045; 17.8046
Int astro; 28; 21; 0.26261; 22.5968
Int astro; 28; 19; 0.18165; 15.9232
Int astro; 28; 18; 0.22157; 19.8054
Int astro; 28; 16; 0.18903; 17.1933
Int astro; 28; 16; 0.17517; 16.2962
Int astro; 28; 20; 0.19411; 18.4991
Int astro; 28; 24; 0.31025; 30.3558
Int astro; 28; 35; 0.18514; 18.7503
Int astro; 28; 20; 0.22188; 23.1649
Int astro; 28; 18; 0.28831; 30.683
Int astro; 28; 19; 0.27189; 29.3285
Int astro; 28; 22; 0.36112; 39.8617
Int astro; 28; 23; 0.26185; 29.0677
Int astro; 28; 34; 0.33285; 37.18
Int astro; 30; 24; 0.23077; 14.907
Int astro; 30; 38; 0.2349; 15.4692
Int astro; 30; 44; 0.27986; 19.0471
Int astro; 30; 34; 0.099262; 6.8761
Int astro; 30; 26; 0.07041; 4.9832
Int astro; 30; 20; 0.16617; 11.9278
Int astro; 30; 30; 0.26431; 19.4579
Int astro; 30; 36; 0.084609; 6.3485
Int astro; 30; 33; 0.29473; 23.2831
Int astro; 30; 31; 0.28522; 23.2498
Int astro; 30; 29; 0.24743; 20.8063
Int astro; 30; 17; 0.053912; 4.6754
Int astro; 30; 21; 0.12079; 10.8959
Int astro; 30; 38; 0.2514; 23.655
Int astro; 30; 28; 0.2079; 20.6293
Int astro; 30; 49; 0.20055; 21.2489
Int astro; 30; 48; 0.28906; 31.7534
Int astro; 30; 16; 0.042651; 4.8236
Int astro; 30; 22; 0.1989; 23.0661
Int astro; 30; 38; 0.18936; 22.6884
Int astro; 30; 25; 0.18644; 23.2787
Int astro; 30; 17; 0.11253; 14.2548
Int astro; 30; 24; 0.08845; 11.5304
Int astro; 30; 26; 0.15524; 21.0255
Int astro; 30; 18; 0.033372; 4.6307
Int astro; 30; 17; 0.095525; 13.7808
Int astro; 30; 27; 0.19183; 28.348
Int astro; 30; 25; 0.06168; 9.499
Int astro; 30; 16; 0.079904; 12.6063
Int astro; 30; 11; 0.08615; 13.7862
Int astro; 30; 38; 0.19671; 32.7238
Int astro; 30; 21; 0.1245; 21.2555
Int astro; 30; 27; 0.069585; 12.0507
Int astro; 31; 10; 0.23953; 44.7853
Int astro; 31; 2; 0.20757; 38.8432
Int astro; 31; 2; 0.20143; 37.7282
Int astro; 31; 14; 0.25386; 47.8738
Int astro; 31; 3; 0.13462; 25.5151
Int astro; 31; 22; 0.19022; 36.2815
Int astro; 31; 2; 0.12305; 23.7847
Int astro; 31; 2; -0.044609; -8.7152
Int astro; 31; 2; -0.046876; -9.1769
Int astro; 31; 140; 0.20747; 57.0911
Int astro; 31; 2; -0.022253; -7.1176
Int astro; 31; 15; 0.036872; 12.6369
Int astro; 31; 2; -0.043649; -15.6169
Int astro; 31; 2; -0.077539; -28.6401
Int astro; 31; 24; 0.043398; 17.3693
Int astro; 31; 20; 0.11247; 53.5328
Int astro; 31; 42; 0.18207; 131.2364
Int astro; 31; 30; 0.17357; 178.6551
Int astro; 31; 34; 0.11116; 283.2243
Int astro; 31; 3; 0.040837; 3562.1455
Int astro; 31; 2; 0.076131; -219.1868
Int astro; 33; 14; 0.31975; 26.6921
Int astro; 33; 15; 0.29605; 24.8579
Int astro; 33; 12; 0.16003; 13.5601
Int astro; 33; 2; 0.032893; 2.7999
Int astro; 33; 13; 0.060277; 5.1475
Int astro; 33; 4; -0.0091114; -0.80836
Int astro; 33; 61; 0.16255; 15.3067
Int astro; 33; 12; 0.077973; 7.5772
Int astro; 33; 4; 0.034543; 3.4147
Int astro; 33; 4; 0.02373; 2.362
Int astro; 33; 2; -0.02101; -2.1256
Int astro; 33; 2; -0.0018567; -0.1935
Int astro; 33; 11; 0.032283; 3.4342
Int astro; 33; 18; 0.090768; 10.2733
Int astro; 33; 2; 0.01737; 1.996
Int astro; 33; 2; 0.022607; 2.6075
Int astro; 33; 5; 0.010628; 1.2779
Int astro; 33; 30; 0.12908; 16.5748
Int astro; 33; 7; -0.00786; -1.0431
Int astro; 33; 4; -0.019549; -2.6332
Int astro; 33; 15; 0.061072; 8.3976
Int astro; 33; 8; 0.0094676; 1.3348
Int astro; 33; 26; 0.079245; 11.8792
Int astro; 33; 20; 0.052837; 8.3366
Int astro; 33; 31; 0.11019; 18.4769
Int astro; 33; 6; 0.022456; 3.9218
Int astro; 33; 79; 0.17884; 38.8756
Int astro; 33; 2; 0.024911; 5.6959
Int astro; 33; 17; 0.043333; 10.8219
Int astro; 33; 16; 0.08522; 23.3179
Int astro; 33; 4; -0.0063508; -1.8166
Int astro; 33; 8; 0.012118; 3.5385
Int astro; 33; 32; 0.16431; 53.9823
Int astro; 33; 46; 0.15191; 67.1417
Int astro; 33; 17; 0.1017; 50.5511
Int astro; 33; 2; -0.0027434; -1.4792
Int astro; 33; 105; 0.11134; 82.8626
Int astro; 33; 44; 0.12742; 136.5654
Int astro; 33; 75; 0.15341; 311.8987
Int astro; 33; 37; 0.13571; 491.6109
Int astro; 33; 35; 0.13359; -720.7393
Int astro; 33; 6; 0.10094; -267.8006
Int astro; 35; 24; 0.27462; 10.6602
Int astro; 35; 30; 0.36256; 14.7405
Int astro; 35; 32; 0.1419; 5.8946
Int astro; 35; 39; 0.17245; 8.7364
Int astro; 35; 28; 0.2159; 11.1603
Int astro; 35; 42; 0.15985; 8.8883
Int astro; 35; 48; 0.055259; 3.2234
Int astro; 35; 28; 0.083991; 5.066
Int astro; 35; 25; 0.18334; 11.4302
Int astro; 35; 37; 0.10795; 7.4096
Int astro; 35; 26; 0.087699; 6.1435
Int astro; 38; 47; 0.28688; 16.0852
Int astro; 38; 25; 0.31138; 17.8512
Int astro; 38; 58; 0.12598; 7.694
Int astro; 38; 54; 0.095938; 6.3442
Int astro; 38; 37; 0.19137; 13.6443
Int astro; 38; 55; 0.12222; 9.3874
Int astro; 38; 44; 0.11439; 9.6403
Int astro; 38; 37; 0.048944; 4.5884
Int astro; 38; 47; 0.11454; 11.7171
Int astro; 38; 31; 0.23262; 24.9917
Int astro; 38; 57; 0.20618; 23.3001
Int astro; 38; 66; 0.17259; 22.063
Int astro; 38; 33; 0.21761; 32.7078
Int astro; 38; 35; 0.26354; 44.0295
Int astro; 38; 32; 0.10607; 21.295
Int astro; 38; 50; 0.079327; 17.258
Int astro; 38; 5; -0.074379; -18.0811
Int astro; 38; 36; 0.20398; 52.5149
Int astro; 38; 27; 0.19298; 53.9169
Int astro; 38; 23; 0.106; 31.9981
Int astro; 38; 18; 0.041353; 12.9288
Int astro; 38; 33; 0.10964; 37.7137
Int astro; 38; 33; 0.1548; 58.6013
Int astro; 38; 36; 0.10426; 44.5306
Int astro; 38; 7; -0.0089916; -4.2457
Int astro; 38; 16; 0.013676; 6.7962
Int astro; 38; 27; 0.09157; 51.7289
Int astro; 38; 26; 0.10753; 67.4672
Int astro; 38; 26; 0.14672; 99.0974
Int astro; 38; 2; -0.0073509; -5.1243
Int astro; 38; 2; -0.0090566; -6.3171
Int astro; 38; 25; 0.040518; 29.3202
Int astro; 42; 43; 0.14143; 6.0317
Int astro; 42; 35; 0.10953; 5.7975
Int astro; 42; 33; 0.15028; 8.6592
Int astro; 43; 8; 0.48257; 68.9363
Int astro; 43; 2; 0.37222; 53.4744
Int astro; 43; 2; 0.35807; 51.598
Int astro; 43; 2; 0.3296; 47.6842
Int astro; 43; 2; 0.25492; 37.0024
Int astro; 43; 4; 0.16754; 24.4825
Int astro; 43; 2; 0.29924; 44.1636
Int astro; 43; 2; 0.29794; 44.0561
Int astro; 43; 5; 0.26653; 39.5654
Int astro; 43; 5; 0.24769; 36.9533
Int astro; 43; 4; 0.24543; 36.7439
Int astro; 43; 2; 0.18628; 28.0953
Int astro; 43; 2; 0.18769; 28.4051
Int astro; 43; 2; 0.1382; 21.0096
Int astro; 43; 2; 0.16107; 24.5391
Int astro; 43; 5; 0.07522; 11.537
Int astro; 43; 8; 0.15833; 24.6064
Int astro; 43; 2; 0.1392; 21.7717
Int astro; 43; 3; 0.16713; 26.3563
Int astro; 43; 6; 0.14953; 24.0019
Int astro; 43; 5; 0.20015; 32.5796
Int astro; 43; 2; 0.050998; 8.446
Int astro; 43; 26; 0.19774; 34.1022
Int astro; 43; 2; -0.0081122; -1.4733
Int astro; 43; 2; -0.022116; -4.0558
Int astro; 43; 21; 0.10034; 19.0953
Int astro; 43; 4; -0.027092; -5.3893
Int astro; 43; 37; 0.14794; 31.7964
Int astro; 43; 4; 0.05378; 12.9017
Int astro; 43; 2; 0.023145; 5.6713
Int astro; 43; 2; 0.029634; 7.3398
Int astro; 43; 4; 0.024187; 6.3229
Int astro; 43; 21; 0.066668; 19.3893
Int astro; 43; 7; 0.049848; 15.4335
Int astro; 43; 31; 0.16607; 60.5072
Int astro; 43; 5; 0.026604; 11.4426
Int astro; 43; 28; 0.086034; 54.9241
Int astro; 43; 2; -0.013574; -9.7548
Int astro; 43; 41; 0.080201; 143.5681
Int astro; 43; 11; 0.086777; 263.6097
Int astro; 43; 3; 0.098869; 433.3838
Int astro; 43; 2; -0.0092122; -89.6625
Int astro; 44; 31; 1.0593; 12.8136
Int astro; 44; 22; 0.96171; 11.7214
Int astro; 44; 35; 0.85061; 10.4889
Int astro; 44; 51; 0.85347; 10.7062
Int astro; 44; 29; 0.84304; 10.8397
Int astro; 44; 33; 0.70324; 9.2435
Int astro; 44; 37; 0.96191; 12.9788
Int astro; 44; 26; 0.76814; 10.6134
Int astro; 44; 29; 0.62644; 8.8614
Int astro; 44; 32; 0.65275; 9.4393
Int astro; 44; 27; 0.7287; 10.7581
Int astro; 44; 32; 0.78592; 11.8792
Int astro; 44; 38; 0.73666; 11.3989
Int astro; 44; 23; 0.59617; 9.413
Int astro; 44; 48; 0.53981; 8.676
Int astro; 44; 40; 0.55186; 9.2205
Int astro; 44; 52; 0.69182; 11.7516
Int astro; 44; 38; 0.88784; 15.3282
Int astro; 44; 42; 0.66968; 11.664
Int astro; 44; 42; 0.46945; 8.2995
Int astro; 44; 32; 0.61524; 11.0221
Int astro; 44; 37; 0.62451; 11.332
Int astro; 44; 33; 0.42433; 7.7849
Int astro; 44; 22; 0.47648; 8.7926
Int astro; 46; 51; 0.22504; 8.7975
Int astro; 46; 49; 0.18288; 8.0573
Int astro; 46; 24; 0.21314; 10.6055
Int astro; 46; 49; 0.14006; 7.2484
Int astro; 46; 25; 0.10094; 5.2957
Int astro; 46; 57; 0.15954; 8.4872
Int astro; 46; 23; 0.10558; 5.7369
Int astro; 47; 43; 0.35375; 18.0031
Int astro; 47; 45; 0.34582; 18.0018
Int astro; 47; 19; 0.13079; 7.1265
Int astro; 47; 30; 0.14477; 8.3382
Int astro; 47; 45; 0.15479; 10.1281
Int astro; 47; 20; 0.12892; 8.7599
Int astro; 47; 28; 0.13264; 9.6988
Int astro; 47; 17; 0.15196; 11.466
Int astro; 47; 24; 0.10434; 8.1486
Int astro; 47; 41; 0.081738; 6.7701
Int astro; 47; 19; 0.076477; 6.8376
Int astro; 47; 12; 0.039292; 3.6352
Int astro; 47; 17; 0.10007; 10.1701
Int astro; 47; 15; 0.042299; 4.3874
Int astro; 47; 18; 0.055786; 5.9871
Int astro; 47; 24; 0.18387; 21.3701
Int astro; 47; 33; 0.046791; 5.8641
Int astro; 47; 30; 0.19344; 25.5555
Int astro; 47; 31; 0.19803; 28.5951
Int astro; 47; 17; 0.13474; 20.1018
