Group;  cell;  Dli; abs; perc
Old astro; 124; 22; 0.098382; 8.4953
Old astro; 124; 21; 0.08141; 8.0461
Old astro; 124; 25; 0.09585; 10.0712
Old astro; 124; 29; 0.11393; 13.265
Old astro; 124; 17; 0.072197; 8.9172
Old astro; 124; 11; 0.072845; 9.4667
Old astro; 124; 30; 0.051363; 7.3672
Old astro; 124; 16; 0.074643; 11.5376
Old astro; 124; 45; 0.14952; 30.5465
Old astro; 124; 47; 0.12358; 31.4064
Old astro; 124; 21; 0.084708; 29.639
Old astro; 124; 21; 0.049921; 30.4335
Old astro; 124; 42; 0.12562; 116.1352
Old astro; 124; 16; 0.04712; 162.0925
Old astro; 126; 59; 0.12686; 4.3719
Old astro; 126; 27; 0.2043; 9.3395
Old astro; 126; 51; 0.13127; 6.4594
Old astro; 126; 31; 0.078155; 4.1852
Old astro; 126; 43; 0.13572; 7.849
Old astro; 126; 28; 0.062506; 3.8702
Old astro; 126; 30; 0.11042; 8.2163
Old astro; 126; 21; -0.010772; -0.83957
Old astro; 126; 47; 0.082976; 6.6435
Old astro; 127; 36; 0.72781; 12.5547
Old astro; 127; 35; 0.29407; 5.0678
Old astro; 127; 43; 1.6616; 28.6654
Old astro; 127; 38; 1.2534; 22.3062
Old astro; 127; 65; 1.3211; 23.3132
Old astro; 127; 56; 1.2182; 20.9649
Old astro; 127; 34; 1.4173; 23.407
Old astro; 127; 38; 1.4231; 22.3409
Old astro; 127; 38; 1.3882; 21.5654
Old astro; 127; 28; 0.51537; 8.0105
Old astro; 127; 45; 1.3413; 20.8753
Old astro; 127; 51; 1.255; 19.6837
Old astro; 127; 30; 1.2377; 19.4522
Old astro; 127; 35; 1.1974; 18.9555
Old astro; 127; 44; 1.1509; 18.263
Old astro; 127; 38; 0.92289; 14.6778
Old astro; 127; 36; 1.2259; 19.5582
Old astro; 127; 33; 1.1437; 18.2678
Old astro; 127; 34; 1.2375; 19.7942
Old astro; 127; 29; 1.139; 18.2129
Old astro; 127; 47; 1.1242; 18.0154
Old astro; 127; 25; 1.0471; 16.9225
Old astro; 127; 42; 1.1512; 18.77
Old astro; 127; 26; 0.36472; 5.9714
Old astro; 127; 35; 0.86139; 14.1295
Old astro; 127; 26; 1.0381; 17.0535
Old astro; 127; 33; 0.99137; 16.2857
Old astro; 127; 36; 0.84335; 13.8868
Old astro; 127; 26; 0.93926; 15.5337
Old astro; 127; 34; 0.83845; 14.0177
Old astro; 127; 30; 0.71111; 12.0428
Old astro; 127; 33; 1.0122; 17.7067
Old astro; 127; 28; 0.69428; 12.3923
Old astro; 127; 27; 0.80928; 14.9189
Old astro; 127; 33; 0.80858; 15.1354
Old astro; 127; 25; 0.81164; 15.4324
Old astro; 127; 24; 0.70048; 13.4778
Old astro; 127; 31; 0.62222; 12.2788
Old astro; 127; 30; 0.60654; 12.1434
Old astro; 127; 26; 0.58334; 11.8745
Old astro; 127; 31; 0.80106; 16.5418
Old astro; 127; 28; 0.53308; 11.1629
Old astro; 127; 24; 0.46852; 9.8786
Old astro; 128; 652; 0.48748; 4.7427
Old astro; 128; 155; 0.28363; 4.2058
Old astro; 128; 151; 0.25662; 5.6898
Old astro; 128; 73; 0.12332; 3.0961
Old astro; 128; 94; 0.50548; 15.9461
Old astro; 128; 62; 0.17373; 6.1822
Old astro; 129; 35; 0.97764; 7.2005
Old astro; 129; 30; 0.73044; 5.3554
Old astro; 129; 402; 0.72072; 5.0856
Old astro; 129; 51; 0.95147; 9.1875
Old astro; 129; 41; 1.4844; 15.3005
Old astro; 129; 50; 1.1268; 12.0857
Old astro; 129; 54; 1.5848; 17.6775
Old astro; 129; 76; 1.5631; 18.2259
Old astro; 129; 47; 2.0741; 25.8172
Old astro; 129; 44; 2.029; 26.0325
Old astro; 129; 48; 2.1203; 27.6084
Old astro; 129; 41; 1.6681; 21.7743
Old astro; 129; 37; 0.77038; 9.9486
Old astro; 129; 31; 0.76224; 9.7619
Old astro; 129; 33; 0.5936; 7.5421
Old astro; 129; 46; 0.60333; 8.4691
Old astro; 129; 71; 0.37603; 5.8294
Old astro; 129; 40; 0.50355; 8.5486
Old astro; 129; 58; 0.35564; 6.3861
Old astro; 129; 42; 0.2792; 5.372
Old astro; 129; 59; 0.28235; 5.6913
Old astro; 130; 66; 0.23299; 4.9704
Old astro; 130; 31; 0.15882; 3.5522
Old astro; 130; 119; 0.12281; 2.9302
Old astro; 130; 81; 0.18165; 9.8443
Old astro; 130; 103; 0.13931; 10.4725
Old astro; 130; 67; 0.11109; 12.3214
Old astro; 130; 93; 0.22354; 28.3235
Old astro; 130; 32; 0.12282; 20.9784
Old astro; 130; 28; 0.1043; 22.472
Old astro; 130; 27; 0.065347; 16.5168
Old astro; 130; 19; 0.0058949; 1.832
Old astro; 130; 68; 0.12158; 85.3333
Old astro; 130; 18; 0.038961; 96.069
Old astro; 131; 699; 0.34118; 4.1615
Old astro; 131; 99; 0.30561; 5.174
Old astro; 131; 43; 0.29589; 10.5719
Old astro; 133; 53; 1.5973; 8.7492
Old astro; 133; 32; 1.0422; 5.8659
Old astro; 134; 52; 0.35669; 8.7369
Old astro; 134; 42; 0.2204; 5.463
Old astro; 134; 31; 0.33107; 8.3308
Old astro; 134; 39; 0.33066; 8.4752
Old astro; 134; 31; 0.2506; 6.5298
Old astro; 134; 37; 0.20301; 5.3723
Old astro; 134; 19; 0.1492; 4.0043
Old astro; 134; 53; 0.25786; 7.1218
Old astro; 134; 20; 0.14456; 4.0493
Old astro; 134; 41; 0.25772; 7.288
Old astro; 134; 294; 0.20094; 5.6967
Old astro; 134; 28; 0.20661; 6.2422
Old astro; 134; 27; 0.080254; 2.6385
Old astro; 134; 29; 0.11158; 3.8839
Old astro; 134; 27; 0.046249; 1.6973
Old astro; 134; 16; 0.11798; 4.4439
Old astro; 134; 19; 0.11673; 4.7561
Old astro; 134; 20; 0.086495; 3.6699
Old astro; 134; 32; 0.11403; 5.4214
Old astro; 134; 21; 0.19032; 9.4078
Old astro; 134; 13; 0.050851; 2.7352
Old astro; 134; 36; 0.12999; 7.3465
Old astro; 134; 20; 0.08785; 5.6196
Old astro; 134; 30; 0.18241; 12.4824
Old astro; 134; 22; 0.11337; 8.3581
Old astro; 134; 51; 0.17241; 13.8006
Old astro; 134; 19; 0.11643; 10.3543
Old astro; 134; 23; 0.13045; 12.1247
Old astro; 134; 31; 0.11112; 11.6488
Old astro; 134; 77; 0.077772; 10.1944
Old astro; 134; 116; 0.26292; 45.451
Old astro; 134; 17; 0.1357; 28.137
Old astro; 134; 55; 0.10736; 38.4806
Old astro; 134; 66; 0.079943; 45.526
Old astro; 135; 330; 0.42783; 4.1263
Old astro; 135; 439; 0.26767; 3.7847
Old astro; 137; 937; 0.39167; 3.4842
Old astro; 139; 1115; 0.42748; 4.5912
Old astro; 140; 497; 0.64079; 4.207
Old astro; 141; 40; 0.34871; 7.3327
Old astro; 141; 55; 0.19949; 4.4789
Old astro; 141; 61; 0.29676; 6.6927
Old astro; 141; 86; 0.26084; 6.1194
Old astro; 141; 73; 0.33411; 8.1156
Old astro; 141; 66; 0.23718; 7.5129
Old astro; 141; 61; 0.17667; 6.4348
Old astro; 141; 23; 0.16559; 6.5685
Old astro; 141; 58; 0.2367; 9.7941
Old astro; 141; 31; 0.21; 9.0985
Old astro; 141; 35; 0.24137; 11.1938
Old astro; 141; 53; 0.3262; 15.6855
Old astro; 141; 26; 0.11748; 6.0233
Old astro; 141; 52; 0.18821; 10.0444
Old astro; 141; 34; 0.16376; 9.7877
Old astro; 141; 42; 0.24932; 15.8899
Old astro; 141; 60; 0.31674; 21.2437
Old astro; 141; 32; 0.196; 14.0336
Old astro; 141; 28; 0.26678; 23.0961
Old astro; 141; 25; 0.077613; 7.7353
Old astro; 141; 43; 0.21014; 24.5025
Old astro; 141; 20; 0.10852; 15.1848
Old astro; 141; 35; 0.13854; 24.0594
Old astro; 141; 30; 0.030778; 6.5295
Old astro; 141; 30; 0.0039091; 0.96655
Old astro; 141; 62; 0.19311; 66.7014
Old astro; 141; 30; 0.069147; 36.5488
Old astro; 141; 52; 0.13834; 103.6912
Old astro; 141; 3; -0.037349; -75.7358
Old astro; 141; 9; 0.065677; 216.535
Old astro; 141; 3; 0.064597; -111.1627
Old astro; 142; 63; 0.80833; 8.0414
Old astro; 142; 38; 0.67606; 6.746
Old astro; 143; 364; 0.43551; 2.6797
Old astro; 144; 41; 0.21978; 8.648
Old astro; 144; 34; 0.14774; 6.5274
Old astro; 144; 22; 0.12093; 6.7432
Old astro; 144; 24; 0.10782; 6.2695
Old astro; 144; 45; 0.14392; 9.9547
Old astro; 144; 33; 0.040056; 2.8613
Old astro; 145; 475; 0.49247; 3.8038
Old astro; 146; 1113; 0.47591; 3.6505
Old astro; 147; 58; 0.27994; 6.969
Old astro; 147; 31; 0.28996; 10.0452
Old astro; 147; 45; 0.25157; 10.5892
Old astro; 147; 48; 0.11616; 5.2991
Old astro; 147; 67; 0.24958; 12.3933
Old astro; 147; 56; 0.14332; 8.9419
Old astro; 147; 27; 0.10979; 7.6559
Old astro; 147; 31; 0.09439; 6.8546
Old astro; 147; 15; 0.022081; 1.7059
Old astro; 148; 575; 0.4958; 3.5658
Old astro; 148; 42; 0.40512; 5.271
Old astro; 151; 67; 1.8675; 18.8442
Old astro; 151; 51; 1.5667; 15.933
Old astro; 151; 64; 1.5278; 15.7342
Old astro; 151; 49; 1.7173; 17.901
Old astro; 151; 62; 1.4029; 14.6893
Old astro; 151; 55; 1.229; 12.7125
Old astro; 151; 66; 0.57478; 5.8666
Old astro; 151; 70; 0.42933; 5.7347
Old astro; 151; 51; 0.58063; 7.9856
Old astro; 151; 298; 0.4107; 6.6788
Old astro; 151; 73; 0.47285; 9.6389
Old astro; 151; 64; 0.67472; 15.0973
Old astro; 151; 72; 0.31436; 8.5259
Old astro; 151; 77; 1.0567; 32.2043
Old astro; 151; 65; 0.90033; 28.819
Old astro; 153; 371; 0.95807; 4.8271
Old astro; 154; 55; 0.40621; 6.4874
Old astro; 155; 91; 0.31367; 5.0213
Old astro; 155; 49; 0.44293; 7.2333
Old astro; 157; 75; 0.24631; 7.9296
Old astro; 157; 54; 0.16679; 6.919
Old astro; 157; 56; 0.16115; 9.0809
Old astro; 157; 42; 0.070636; 5.2014
Old astro; 157; 43; 0.11377; 9.4918
Old astro; 157; 27; 0.19194; 17.1224
Old astro; 157; 19; 0.064876; 5.9969
Old astro; 157; 24; -0.0058919; -0.55327
Old astro; 159; 717; 0.50804; 3.5389
Old astro; 159; 203; 0.27413; 3.7791
Old astro; 160; 362; 0.59444; 3.5156
Old astro; 161; 74; 0.72224; 7.736
Old astro; 161; 26; 0.54574; 5.917
Old astro; 161; 37; 0.62282; 6.7646
Old astro; 161; 66; 0.62304; 8.1699
Old astro; 161; 21; 0.21358; 5.255
Old astro; 161; 48; 0.2878; 7.2408
Old astro; 161; 37; 0.33421; 9.3828
Old astro; 161; 46; 0.19676; 5.7559
Old astro; 161; 22; 0.23674; 7.0777
Old astro; 162; 1199; 0.66399; 3.3626
Old astro; 162; 111; 0.51688; 5.5257
Old astro; 162; 52; 0.56939; 6.9423
Old astro; 163; 174; 0.26705; 3.411
Old astro; 165; 369; 0.44116; 3.73
Old astro; 167; 44; 6.625; 29.5933
Old astro; 167; 45; 6.1784; 27.2465
Old astro; 167; 37; 5.0812; 21.9044
Old astro; 167; 32; 4.3385; 18.3685
Old astro; 167; 33; 3.7627; 15.7011
Old astro; 167; 35; 2.8173; 11.5856
Old astro; 167; 30; 3.2382; 13.2047
Old astro; 167; 30; 2.7422; 11.1503
Old astro; 167; 30; 1.8613; 7.5567
Old astro; 167; 35; 2.5258; 10.2839
Old astro; 167; 33; 1.8652; 7.6045
Old astro; 167; 34; 1.9501; 7.9153
Old astro; 167; 34; 2.2466; 9.0041
Old astro; 167; 37; 1.8629; 7.6558
Old astro; 167; 33; 1.3856; 5.7661
Old astro; 167; 36; 1.7331; 7.7868
Old astro; 167; 43; 1.2878; 6.1184
Old astro; 167; 43; 2.0721; 10.0131
Old astro; 167; 35; 1.8647; 9.1546
Old astro; 167; 52; 1.7524; 8.9689
Old astro; 167; 74; 1.9423; 10.0566
Old astro; 167; 49; 1.6573; 8.6307
Old astro; 167; 44; 1.7142; 9.0212
Old astro; 167; 53; 1.3881; 8.3697
Old astro; 167; 49; 1.0166; 6.3369
Old astro; 167; 58; 1.9678; 12.7201
Old astro; 167; 58; 1.4112; 9.4498
Old astro; 167; 97; 1.4954; 10.7444
Old astro; 168; 42; 0.42462; 6.2323
Old astro; 168; 113; 0.56756; 8.4587
Old astro; 168; 208; 0.32712; 5.4618
Old astro; 168; 55; 0.40304; 12.7802
Old astro; 168; 34; 0.32051; 13.2332
Old astro; 168; 26; 0.19773; 8.5916
Old astro; 168; 20; 0.13525; 6.9785
Old astro; 168; 40; 0.29818; 16.9341
Old astro; 168; 25; 0.19445; 12.6714
Old astro; 168; 44; 0.11408; 9.614
Old astro; 168; 20; 0.07492; 7.4431
Old astro; 168; 23; 0.053282; 6.2138
Old astro; 168; 46; 0.14178; 20.5157
Old astro; 168; 34; 0.21656; 37.0302
Old astro; 168; 22; -0.018976; -3.5055
Old astro; 168; 18; -0.1033; -19.934
Old astro; 169; 295; 0.62886; 4.374
Old astro; 169; 121; 0.39658; 7.377
Old astro; 172; 50; 0.16688; 5.5568
Old astro; 173; 1144; 0.36841; 2.6407
Old astro; 173; 670; 0.35329; 3.6815
Old astro; 175; 378; 0.43135; 4.5846
Old astro; 175; 30; 0.14533; 5.2211
Old astro; 179; 805; 0.54853; 3.4973
Old astro; 179; 300; 0.57679; 5.0166
Old astro; 180; 326; 0.36158; 2.8312
Old astro; 181; 24; 1.1236; 15.7632
Old astro; 181; 50; 0.97464; 13.6728
Old astro; 181; 36; 0.82535; 11.5862
Old astro; 181; 39; 0.96305; 13.5284
Old astro; 181; 36; 1.0409; 14.6951
Old astro; 181; 42; 0.72976; 10.3865
Old astro; 181; 50; 0.58597; 8.4368
Old astro; 181; 46; 0.86008; 12.5663
Old astro; 181; 39; 0.81714; 11.961
Old astro; 181; 37; 0.55921; 8.1089
Old astro; 181; 53; 0.5478; 7.6773
Old astro; 181; 33; 0.13489; 3.8021
Old astro; 181; 32; 0.28539; 8.3017
Old astro; 181; 37; 0.34383; 10.3817
Old astro; 181; 63; 0.31032; 12.1901
Old astro; 181; 33; 0.21886; 9.147
Old astro; 181; 31; 0.24192; 10.7783
Old astro; 181; 31; 0.26287; 12.6049
Old astro; 181; 84; 0.23422; 13.1342
Old astro; 181; 31; 0.17419; 10.8035
Old astro; 181; 35; 0.25334; 16.6324
Old astro; 181; 34; 0.31998; 22.1634
Old astro; 181; 21; 0.27656; 19.7315
Old astro; 181; 44; 0.11687; 8.5763
Old astro; 181; 28; 0.042008; 3.1285
Old astro; 182; 439; 0.81586; 6.2718
Old astro; 182; 29; 0.57613; 8.0756
Old astro; 182; 49; 0.65032; 9.6134
Old astro; 183; 43; 0.14778; 6.6635
Old astro; 183; 30; 0.12481; 5.8975
Old astro; 183; 28; 0.12039; 8.0118
Old astro; 183; 40; 0.10341; 7.6127
Old astro; 183; 60; 0.1515; 13.2272
Old astro; 183; 30; 0.062218; 6.2973
Old astro; 183; 27; 0.082169; 8.9203
Old astro; 183; 28; 0.064727; 8.4988
Old astro; 183; 21; 0.0057929; 0.84337
Old astro; 183; 31; 0.068182; 10.7554
Old astro; 184; 609; 0.38163; 2.8979
Old astro; 185; 634; 0.52522; 4.455
Old astro; 187; 45; 0.85951; 8.5333
Old astro; 187; 48; 0.73671; 7.4022
Old astro; 187; 41; 0.87798; 8.8615
Old astro; 187; 61; 0.89875; 9.0764
Old astro; 189; 488; 0.66322; 5.4489
Old astro; 189; 620; 0.33159; 3.8552
Old astro; 190; 309; 0.17269; 2.806
Old astro; 191; 430; 0.45851; 4.0552
Old astro; 191; 43; 0.23594; 5.139
Old astro; 191; 48; 0.2584; 5.9774
Old astro; 191; 52; 0.20187; 5.1493
Old astro; 194; 43; 2.4702; 32.7225
Old astro; 194; 71; 2.3513; 31.7265
Old astro; 194; 41; 2.0644; 28.2598
Old astro; 194; 46; 1.9487; 27.042
Old astro; 194; 50; 1.8843; 26.1232
Old astro; 194; 46; 1.777; 24.6326
Old astro; 194; 44; 1.628; 22.4049
Old astro; 194; 42; 1.1721; 15.7766
Old astro; 194; 29; 0.97266; 12.9367
Old astro; 194; 34; 1.017; 13.2974
Old astro; 194; 36; 0.9254; 11.9152
Old astro; 194; 34; 0.84229; 10.6748
Old astro; 194; 107; 0.31228; 4.7957
Old astro; 194; 37; 0.34906; 5.64
Old astro; 194; 64; 0.62488; 12.0785
Old astro; 194; 45; 0.94728; 19.1612
Old astro; 194; 36; 0.83581; 17.5862
Old astro; 194; 31; 0.73475; 15.7183
Old astro; 194; 70; 0.43721; 9.8322
Old astro; 194; 38; 0.56748; 13.2558
Old astro; 194; 42; 0.81442; 19.939
Old astro; 194; 51; 0.80209; 20.2022
Old astro; 194; 44; 0.737; 18.9478
Old astro; 194; 47; 0.13898; 4.5861
Old astro; 194; 34; 0.22175; 7.7565
Old astro; 194; 37; 0.3112; 12.6457
Old astro; 194; 52; 0.22127; 9.5378
Old astro; 194; 42; 0.3979; 18.3741
Old astro; 194; 70; 0.25965; 12.6716
Old astro; 196; 511; 0.35425; 2.4566
Old astro; 197; 22; 0.28206; 8.3652
Old astro; 197; 37; 0.3365; 10.3935
Old astro; 197; 32; 0.26439; 8.5899
Old astro; 197; 48; 0.2454; 8.4387
Old astro; 197; 37; 0.13395; 4.7874
Old astro; 197; 58; 0.18478; 6.9595
Old astro; 197; 23; 0.13956; 5.3471
Old astro; 197; 36; 0.052799; 2.057
Old astro; 197; 293; 0.21614; 8.4414
Old astro; 197; 17; 0.094266; 4.4251
Old astro; 197; 16; 0.065969; 4.5344
Old astro; 197; 25; 0.085853; 8.6457
Old astro; 197; 21; 0.12998; 14.3791
Old astro; 197; 71; 0.081427; 12.3954
Old astro; 197; 45; 0.086988; 15.5878
Old astro; 197; 55; 0.084903; 18.2075
Old astro; 197; 29; 0.13616; 39.3243
Old astro; 197; 37; 0.10034; 35.126
Old astro; 197; 20; 0.057831; 25.2097
Old astro; 197; 42; 0.072248; 47.0531
Old astro; 197; 44; 0.033293; 37.3881
Old astro; 197; 30; 0.11323; 264.7859
Old astro; 197; 14; 0.045576; 462.8865
Old astro; 197; 55; 0.12875; -604.2467
Old astro; 197; 7; 0.09631; -122.3283
Old astro; 197; 10; 0.15334; -148.4661
Old astro; 197; 5; 0.17203; -155.6746
Old astro; 197; 7; 0.1714; -138.9374
Old astro; 198; 491; 0.75563; 5.265
Old astro; 199; 80; 0.22779; 6.4588
Old astro; 199; 62; 0.20541; 8.8592
Old astro; 199; 46; 0.21009; 9.8714
Old astro; 199; 44; 0.096091; 4.9493
Old astro; 199; 44; 0.18484; 10.1755
Old astro; 199; 46; 0.12856; 7.3996
Old astro; 203; 747; 0.32373; 3.8086
Old astro; 204; 28; 0.19442; 4.2007
Old astro; 204; 62; 0.41866; 9.4601
Old astro; 205; 290; 0.54792; 4.4321
Old astro; 206; 30; 1.2032; 12.5456
Old astro; 206; 40; 1.4164; 14.8373
Old astro; 206; 40; 1.2943; 13.6254
Old astro; 206; 40; 0.98741; 10.4629
Old astro; 206; 34; 0.7172; 7.6431
Old astro; 206; 35; 0.82302; 8.8243
Old astro; 206; 40; 0.76598; 8.2705
Old astro; 206; 49; 0.79532; 8.6734
Old astro; 206; 38; 0.65136; 7.1772
Old astro; 206; 35; 0.63642; 7.0524
Old astro; 206; 39; 0.70061; 7.8094
Old astro; 206; 32; 0.69394; 7.6859
Old astro; 206; 34; 0.57012; 6.2743
Old astro; 206; 35; 0.60091; 7.9436
Old astro; 206; 31; 0.56611; 7.6525
Old astro; 206; 40; 0.46774; 7.2149
Old astro; 206; 34; 0.32828; 5.1663
Old astro; 206; 34; 0.30069; 5.7247
Old astro; 206; 31; 0.47346; 9.842
Old astro; 206; 33; 0.35901; 8.1644
Old astro; 206; 34; 0.40491; 9.8699
Old astro; 206; 36; 0.4714; 12.014
Old astro; 206; 32; 0.34767; 9.2751
Old astro; 206; 30; 0.4316; 12.0762
Old astro; 206; 41; 0.36981; 10.8575
Old astro; 206; 29; 0.33036; 10.0839
Old astro; 206; 29; 0.41054; 13.0728
Old astro; 206; 30; 0.24778; 8.1724
Old astro; 206; 42; 0.52633; 18.0262
Old astro; 206; 29; 0.35822; 12.6744
Old astro; 206; 35; 0.42245; 15.2863
Old astro; 206; 30; 0.40938; 15.3565
Old astro; 207; 41; 1.365; 11.8365
Old astro; 207; 39; 1.1208; 9.7586
Old astro; 207; 37; 0.888; 7.7651
Old astro; 207; 956; 0.27403; 2.5869
Old astro; 207; 398; 0.2245; 3.8606
Old astro; 207; 37; 0.1765; 5.1177
Old astro; 208; 33; 0.25998; 7.448
Old astro; 210; 406; 0.43174; 2.8233
Old astro; 212; 21; 0.17732; 3.2285
Old astro; 212; 82; 0.22218; 4.1405
Old astro; 212; 26; 0.1926; 3.6362
Old astro; 212; 22; 0.14115; 2.8673
Old astro; 212; 221; 0.32441; 7.2527
Old astro; 212; 47; 0.14445; 4.9608
Old astro; 212; 38; 0.094634; 3.4163
Old astro; 212; 42; 0.12199; 7.4933
Old astro; 212; 48; 0.084804; 7.3725
Old astro; 212; 145; 0.19847; 24.4267
Old astro; 212; 56; 0.097948; 21.6099
Old astro; 212; 28; 0.01452; 3.9162
Old astro; 212; 77; 0.12355; 71.1118
Old astro; 212; 32; 0.071819; 821.8578
Old astro; 213; 595; 0.33475; 3.6545
Old astro; 214; 50; 0.30486; 8.1373
Old astro; 214; 54; 0.19865; 6.0357
Old astro; 215; 41; 0.50311; 9.3172
Old astro; 215; 53; 0.4694; 8.7687
Old astro; 215; 19; 0.16204; 3.297
Old astro; 215; 25; 0.3028; 6.2819
Old astro; 215; 20; 0.096472; 2.0401
Old astro; 215; 46; 0.094835; 2.0719
Old astro; 215; 50; 0.096356; 2.1589
Old astro; 215; 21; 0.21902; 4.948
Old astro; 215; 44; 0.056338; 1.2916
Old astro; 215; 26; 0.039716; 0.91466
Old astro; 215; 171; 0.27032; 6.3745
Old astro; 215; 63; 0.27217; 6.5213
Old astro; 215; 40; 0.13364; 3.394
Old astro; 215; 31; 0.17257; 5.043
Old astro; 215; 34; 0.20403; 6.2609
Old astro; 215; 47; 0.20908; 11.3005
Old astro; 215; 35; 0.20391; 16.4437
Old astro; 215; 56; 0.13628; 11.8675
Old astro; 215; 69; 0.17045; 16.4384
Old astro; 215; 143; 0.16946; 18.5899
Old astro; 215; 27; 0.068224; 17.8664
Old astro; 215; 31; 0.057299; 20.4082
Old astro; 215; 35; 0.050065; 25.8286
Old astro; 215; 6; 0.0050808; 4.5484
Old astro; 215; 16; 0.037102; 50.3355
Old astro; 215; 2; 0.015652; 149.5086
Old astro; 216; 58; 1.6336; 11.3433
Old astro; 216; 85; 0.68464; 7.7679
Old astro; 216; 64; 1.0995; 12.9903
Old astro; 216; 54; 1.1103; 13.2509
Old astro; 216; 65; 0.37244; 5.5049
Old astro; 216; 103; 1.1963; 19.902
Old astro; 216; 62; 1.672; 29.7325
Old astro; 216; 62; 1.1219; 20.6945
Old astro; 216; 72; 1.0789; 21.0512
Old astro; 216; 56; 0.9233; 18.7281
Old astro; 217; 22; 0.47675; 8.8183
Old astro; 217; 23; 0.33166; 6.1659
Old astro; 217; 20; 0.19177; 3.5859
Old astro; 217; 29; 0.28077; 5.4276
Old astro; 217; 79; 0.22007; 4.3858
Old astro; 217; 99; 0.19528; 4.2042
Old astro; 217; 23; 0.12579; 2.7523
Old astro; 217; 38; 0.14087; 3.113
Old astro; 217; 14; -0.0027781; -0.062408
Old astro; 217; 26; 0.046645; 1.0566
Old astro; 217; 96; 0.25349; 5.7962
Old astro; 217; 22; 0.14797; 3.4845
Old astro; 217; 66; 0.23753; 5.8085
Old astro; 217; 25; 0.13808; 3.4726
Old astro; 217; 24; 0.086154; 2.2058
Old astro; 217; 77; 0.22046; 6.0727
Old astro; 217; 17; 0.24273; 6.9707
Old astro; 217; 17; 0.1913; 5.7107
Old astro; 217; 75; 0.18102; 6.1722
Old astro; 217; 78; 0.33349; 12.2443
Old astro; 217; 14; 0.15317; 6.3309
Old astro; 217; 26; 0.070341; 3.0743
Old astro; 217; 14; 0.024129; 1.0885
Old astro; 217; 35; 0.17309; 8.206
Old astro; 217; 20; 0.16098; 7.869
Old astro; 217; 32; 0.15485; 8.0225
Old astro; 217; 31; 0.19444; 10.6393
Old astro; 217; 43; 0.22757; 13.5271
Old astro; 217; 25; 0.080527; 5.2972
Old astro; 217; 27; 0.19158; 13.6289
Old astro; 217; 128; 0.31374; 28.5039
Old astro; 217; 24; 0.18504; 19.2313
Old astro; 217; 17; 0.2373; 30.0126
Old astro; 217; 19; 0.050425; 8.7463
Old astro; 217; 49; 0.16037; 36.1789
Old astro; 217; 55; 0.18356; 74.6445
Old astro; 217; 26; 0.03916; 24.8735
Old astro; 217; 13; -0.038222; -43.7093
Old astro; 217; 16; 7.7311e-05; 0.20007
Old astro; 217; 31; 0.15579; -1248.7205
Old astro; 217; 11; 0.10185; -195.6819
Old astro; 217; 2; 0.13488; -153.1558
Old astro; 219; 1098; 0.27023; 3.0666
Old astro; 219; 40; 0.10492; 4.3388
Old astro; 220; 406; 0.96175; 6.7669
Old astro; 220; 40; 1.0996; 9.1971
Old astro; 220; 53; 1.0014; 8.6193
Old astro; 220; 49; 1.2038; 10.691
Old astro; 220; 39; 1.372; 12.4852
Old astro; 220; 41; 1.2363; 11.7408
Old astro; 220; 180; 0.55726; 5.6765
Old astro; 220; 39; 0.81881; 9.3673
Old astro; 220; 41; 0.93065; 11.0545
Old astro; 220; 44; 0.90651; 11.1922
Old astro; 220; 46; 0.61257; 7.853
Old astro; 220; 33; 0.8764; 12.1316
Old astro; 220; 65; 0.78938; 11.4082
Old astro; 220; 32; 1.1188; 16.7863
Old astro; 220; 54; 1.0924; 16.964
Old astro; 221; 28; 0.48003; 13.1112
Old astro; 221; 26; 0.32672; 9.0586
Old astro; 221; 15; 0.3977; 11.1495
Old astro; 221; 11; 0.12351; 3.5258
Old astro; 221; 17; 0.25446; 7.6836
Old astro; 221; 19; 0.090268; 2.8412
Old astro; 221; 42; 0.19329; 6.5091
Old astro; 221; 14; 0.15927; 5.6113
Old astro; 221; 46; 0.27945; 10.5
Old astro; 221; 44; 0.3795; 14.7841
Old astro; 221; 336; 0.274; 11.2257
Old astro; 221; 44; 0.20417; 9.3405
Old astro; 221; 98; 0.20158; 10.5455
Old astro; 221; 27; 0.24239; 13.5878
Old astro; 221; 5; 0.11532; 6.6142
Old astro; 221; 30; 0.18475; 11.424
Old astro; 221; 30; 0.10918; 7.4243
Old astro; 221; 32; 0.087745; 6.6438
Old astro; 221; 16; 0.065539; 5.2961
Old astro; 221; 19; 0.15061; 12.9232
Old astro; 221; 16; 0.051448; 4.7524
Old astro; 221; 29; 0.19962; 19.9744
Old astro; 221; 39; 0.13359; 16.5137
Old astro; 221; 14; 0.081178; 10.6282
Old astro; 221; 17; 0.080696; 11.673
Old astro; 221; 34; 0.17717; 30.368
Old astro; 221; 49; 0.29492; 58.562
Old astro; 221; 26; 0.056816; 15.0501
Old astro; 221; 91; 0.11039; 40.0385
Old astro; 221; 30; 0.094458; 328.519
Old astro; 222; 758; 0.51832; 3.4214
Old astro; 223; 34; 0.73554; 9.9189
Old astro; 223; 49; 0.49136; 6.963
Old astro; 223; 50; 0.4364; 6.3764
Old astro; 223; 31; 0.64469; 9.7294
Old astro; 223; 61; 0.48998; 7.6872
Old astro; 224; 1030; 0.44547; 4.2258
